Commodity,PALLFNF,PNFUEL,PFANDB,PFOOD,PBEVE,PINDU,PRAWM,PMETA,PNRG,POILAPSP,PALUM,PBANSOP,PBARL,PBEEF,PCOALAU,PCOCO,PCOFFOTM,PCOFFROB,PROIL,PCOPP,PCOTTIND,PFISH,PGNUTS,PHIDE,PIORECR,PLAMB,PLEAD,PLOGORE,PLOGSK,PMAIZMT,PNGASEU,PNGASJP,PNGASUS,PNICK,POILAPSP,POILBRE,POILDUB,POILWTI,POLVOIL,PORANG,PPOIL,PPORK,PPOULT,PRICENPQ,PRUBB,PSALM,PSAWMAL,PSAWORE,PSHRI,PSMEA,PSOIL,PSOYB,PSUGAEEC,PSUGAISA,PSUGAUSA,PSUNO,PTEA,PTIN,PURAN,PWHEAMT,PWOOLC,PWOOLF,PZINC
1998M12,42.24,76.69,86.73,84.34,108.82,66.54,88.09,50.98,22.08,19.54,1250.39,377.76,78.39,76.35,26.10,1524.12,116.03,82.82,613.05,1475.76,56.00,548.67,750.00,68.03,13.41,111.35,500.61,152.94,162.45,95.32,1.91,2.64,1.72,3865.76,10.41,9.80,10.12,11.31,3299.12,383.92,579.74,19.10,64.90,282.50,30.44,3.66,534.97,283.75,14.33,160.90,522.72,204.91,27.78,8.08,22.19,607.43,206.50,5262.37,8.49,126.21,294.77,474.81,961.58
1999M1,43.31,77.25,87.88,85.81,106.97,66.52,89.95,49.60,23.44,21.22,1219.40,489.78,77.71,77.60,26.10,1455.79,111.48,81.65,571.28,1432.00,55.78,528.17,734.29,69.15,11.93,110.05,491.63,157.61,176.22,97.45,1.79,2.64,1.85,4264.00,11.32,10.95,10.67,12.34,3260.92,417.37,560.56,34.86,62.93,301.67,32.42,3.71,538.46,290.99,14.18,150.15,505.08,195.04,27.45,8.11,22.41,570.67,225.00,5103.00,9.01,125.29,299.37,489.07,931.75
1999M2,41.91,75.15,83.70,81.66,102.51,66.52,90.01,49.55,22.47,20.14,1186.48,447.86,75.31,81.83,26.10,1411.14,103.24,77.73,499.91,1412.95,56.19,508.74,704.00,69.84,11.93,108.86,512.95,163.20,177.12,94.56,1.79,2.57,1.78,4623.25,10.75,10.20,10.05,11.99,3216.03,403.97,484.72,37.34,61.25,280.00,31.16,3.57,538.46,286.34,14.11,143.06,443.13,179.67,27.08,6.82,22.34,481.70,225.25,5262.00,9.20,117.03,287.10,493.14,1017.60
1999M3,43.84,74.64,81.70,79.83,99.00,67.50,92.18,49.69,25.81,24.09,1179.86,448.90,75.20,81.50,26.10,1313.89,103.23,72.70,430.99,1378.48,56.71,434.31,712.61,70.76,11.93,108.38,506.80,163.34,172.52,96.43,1.79,2.61,1.77,5002.95,12.86,12.12,12.08,14.36,3767.08,439.64,428.77,35.08,59.00,256.20,28.88,3.56,555.94,300.62,14.11,144.45,411.16,175.06,26.94,6.03,22.54,454.26,231.75,5292.95,10.44,117.34,297.46,626.64,1028.80
1999M4,46.76,74.65,81.31,79.94,93.94,67.93,89.59,52.28,30.44,29.49,1277.85,417.13,79.73,79.11,26.10,1177.89,99.69,68.89,439.59,1463.73,57.74,402.13,717.27,67.17,11.93,108.80,517.08,161.84,175.10,94.04,1.67,2.68,2.11,5054.75,15.73,15.16,14.81,17.23,3824.25,447.14,439.74,39.45,57.71,235.50,26.83,3.69,566.43,285.05,14.24,146.51,421.52,177.54,26.78,5.42,22.60,475.73,236.75,5381.75,10.85,113.87,298.88,680.43,1018.18
1999M5,47.55,75.41,81.39,80.22,92.16,69.36,90.76,53.90,31.26,30.22,1323.13,331.49,81.53,79.85,26.10,1059.24,108.91,68.17,444.23,1510.45,59.90,385.72,757.14,65.98,11.93,112.03,540.71,167.40,176.52,92.72,1.67,3.02,2.26,5395.79,16.12,15.22,15.38,17.75,3876.89,444.25,398.46,48.75,59.60,244.25,27.11,3.65,580.42,303.76,14.88,145.24,401.02,171.45,26.86,5.75,22.65,491.90,222.00,5643.16,10.73,113.00,288.74,620.30,1039.92
1999M6,47.31,74.25,79.85,78.57,91.71,68.60,90.75,52.60,31.54,30.45,1315.52,284.88,80.54,79.93,26.10,1162.91,104.21,66.20,413.29,1422.16,58.50,381.18,804.09,66.76,11.93,111.46,495.45,161.32,183.55,92.95,1.67,3.19,2.31,5194.77,16.24,15.60,15.40,17.72,3829.73,484.44,330.79,45.92,60.96,254.75,27.38,3.47,608.39,290.64,14.99,150.37,373.24,170.00,26.53,6.04,22.63,462.64,207.25,5262.73,10.56,111.41,288.32,676.74,999.91
1999M7,49.68,73.76,76.62,75.65,85.66,70.88,90.84,56.45,35.58,35.17,1403.36,343.92,76.86,81.60,26.10,1113.24,90.85,62.28,398.16,1639.18,54.41,393.63,798.64,68.08,11.93,114.66,495.11,157.21,186.08,83.60,1.73,3.23,2.30,5696.36,18.75,18.71,17.66,19.89,3658.97,460.27,279.58,44.33,61.13,255.75,25.68,3.41,622.38,290.95,14.99,143.26,340.83,158.31,26.17,5.38,22.60,436.86,205.60,5210.45,10.26,103.02,286.32,690.03,1071.23
1999M8,52.17,76.07,79.71,79.36,82.92,72.39,92.85,57.61,38.19,37.92,1421.69,352.21,75.15,88.33,26.10,1003.57,87.64,63.76,366.40,1646.74,50.98,408.96,749.55,72.36,11.93,123.21,502.24,159.37,198.44,86.38,1.73,3.52,2.79,6431.43,20.21,20.17,19.29,21.17,3736.30,492.36,308.27,53.25,60.41,251.00,25.48,3.48,629.37,296.19,15.05,154.13,368.83,172.00,26.72,5.72,21.28,460.23,209.00,5224.29,10.11,111.41,254.34,631.04,1129.69
1999M9,55.10,78.01,80.20,79.82,83.71,75.79,97.12,60.39,41.70,41.98,1492.07,353.94,71.44,86.48,26.10,1060.56,81.06,60.44,449.56,1749.68,49.48,430.42,766.82,77.76,11.93,119.47,506.50,158.89,202.49,87.12,1.73,3.83,2.60,7029.09,22.37,22.11,21.48,23.52,3773.36,471.85,342.40,48.70,60.92,233.00,27.02,3.46,643.36,314.87,14.52,161.68,375.89,180.64,26.99,6.67,20.12,464.32,239.00,5336.82,9.92,113.19,247.09,623.26,1192.93
1999M10,55.16,77.98,79.57,78.63,88.27,76.38,99.31,59.82,41.81,41.66,1473.33,328.73,72.29,84.64,25.60,1021.54,92.20,59.25,397.68,1723.29,47.43,432.83,769.05,80.45,11.93,124.57,496.40,173.95,198.25,85.65,2.04,4.14,2.69,7317.62,22.19,22.12,21.50,22.94,3852.53,517.99,326.07,46.59,58.67,217.00,29.36,3.51,643.36,323.23,14.44,166.01,362.22,178.18,27.56,6.75,19.43,437.71,280.00,5425.24,9.76,108.10,247.29,619.83,1147.98
1999M11,57.11,77.89,79.57,78.11,93.05,76.19,98.21,60.29,44.95,45.46,1472.43,333.22,73.14,87.93,25.10,922.08,114.02,64.37,368.51,1726.77,46.21,437.55,819.09,79.64,11.93,123.55,477.57,170.76,198.59,85.41,2.04,4.25,2.33,7946.82,24.22,24.55,23.06,25.06,3709.49,340.37,315.97,47.66,58.50,227.50,33.59,3.51,643.36,309.67,14.88,164.45,356.27,171.20,26.99,6.51,17.40,431.32,278.00,5835.23,9.71,108.80,255.49,631.74,1146.39
1999M12,58.22,78.68,80.28,78.95,92.49,77.07,97.43,62.37,46.25,46.91,1554.74,354.97,72.36,88.88,25.10,918.75,123.56,66.40,364.66,1764.88,44.20,453.70,819.13,77.86,11.93,124.79,478.74,179.66,199.41,87.22,2.04,4.43,2.35,8073.24,25.01,25.48,23.53,26.02,3299.71,339.07,312.00,50.94,58.50,231.00,31.08,3.81,643.36,314.24,14.88,161.50,349.65,169.96,26.83,5.98,17.67,430.22,228.68,5719.12,9.64,102.16,267.26,648.77,1185.24
2000M1,59.42,79.87,81.40,81.06,84.54,78.32,95.77,65.72,47.46,47.23,1679.85,483.43,73.13,88.20,25.10,918.48,109.17,53.62,366.05,1843.85,47.43,452.22,780.95,76.28,12.45,128.24,471.88,177.31,193.08,92.95,3.06,4.54,2.40,8315.25,25.21,25.22,23.18,27.24,3553.80,348.90,301.79,51.61,58.23,247.50,29.21,3.87,643.36,295.28,14.88,172.43,356.05,180.38,27.29,5.63,17.69,428.52,228.00,5926.25,9.55,105.83,276.44,724.21,1178.58
2000M2,61.68,80.56,81.79,81.94,80.36,79.31,97.93,65.86,50.64,50.85,1679.43,580.11,73.36,89.05,25.10,860.74,101.65,49.62,350.41,1807.03,53.44,448.56,823.81,75.88,12.45,122.51,453.25,178.18,184.37,95.08,3.06,4.58,2.66,9583.75,27.15,27.63,24.62,29.21,3488.13,323.59,277.58,54.91,57.63,243.00,33.39,3.90,643.36,312.80,14.88,180.47,347.01,185.76,26.61,5.35,17.08,405.52,234.25,5669.00,9.39,108.41,260.07,727.09,1098.25
2000M3,62.12,80.47,81.82,81.85,81.55,79.10,100.14,63.91,51.39,51.48,1579.64,419.89,74.40,90.46,25.10,925.93,97.95,47.17,353.87,1739.80,57.30,434.75,794.78,77.90,12.45,123.47,441.84,177.67,190.85,95.17,3.06,4.95,2.78,10255.40,27.49,27.47,25.08,29.92,3443.88,299.18,294.39,57.76,57.25,228.80,30.94,3.94,636.36,320.71,15.01,185.63,371.48,190.97,26.27,5.11,18.39,406.87,253.08,5463.80,9.31,105.70,267.10,767.31,1113.00
2000M4,58.28,80.45,83.76,84.28,78.92,77.12,99.68,60.82,45.30,43.95,1458.75,481.70,76.95,90.05,25.10,911.95,92.56,45.23,373.66,1681.91,58.77,423.79,808.00,78.67,12.45,110.47,423.02,182.67,192.14,95.54,3.24,5.08,3.04,9746.50,23.45,22.54,22.03,25.78,3404.10,337.49,318.14,66.95,57.25,217.00,31.93,4.01,636.36,298.83,15.10,187.86,400.14,197.10,26.33,6.01,19.41,436.00,249.40,5398.05,9.14,105.11,273.81,801.42,1132.52
2000M5,62.42,81.33,84.24,84.83,78.83,78.39,101.12,61.98,51.36,51.06,1468.07,414.79,78.26,90.90,25.60,909.42,91.76,45.19,356.05,1785.10,60.50,417.21,805.22,79.24,12.45,105.84,412.61,181.06,191.61,95.53,3.24,4.58,3.59,10122.91,27.23,27.40,25.51,28.78,3243.64,411.02,283.17,69.16,57.76,198.78,31.20,4.05,633.93,310.91,15.10,200.98,381.18,200.87,25.09,6.78,19.12,412.91,252.00,5437.96,8.50,110.78,290.37,817.72,1154.07
2000M6,64.53,79.76,82.90,83.60,76.47,76.58,97.97,61.14,55.62,55.50,1509.37,412.98,78.48,88.06,25.60,948.23,84.10,43.72,358.92,1752.07,59.47,452.82,785.45,75.06,12.45,104.36,419.55,181.43,194.48,84.04,3.24,5.14,4.29,8384.32,29.62,29.68,27.32,31.86,2970.88,426.49,272.23,69.50,59.12,197.86,30.39,4.01,629.37,303.42,15.10,191.49,359.13,186.95,25.08,8.33,19.06,373.23,240.64,5461.18,8.23,113.51,293.98,764.33,1116.19
2000M7,62.99,79.02,80.73,81.14,76.96,77.29,97.73,62.53,53.61,52.78,1564.38,307.81,78.68,86.93,25.60,967.11,84.67,41.96,343.93,1803.14,58.39,471.25,765.24,77.52,12.45,102.31,453.10,174.28,191.54,75.06,3.59,5.38,3.99,8174.81,28.16,28.51,26.01,29.97,2669.99,401.78,266.54,66.59,59.76,191.00,29.40,4.06,628.21,290.24,15.10,175.93,341.50,169.50,25.08,9.64,18.83,353.86,247.00,5329.76,8.10,108.98,302.36,746.93,1135.91
2000M8,63.89,77.73,78.86,79.58,72.25,76.59,96.33,62.34,55.80,55.12,1530.33,347.11,75.13,86.39,25.60,877.79,74.52,38.94,345.65,1857.12,60.89,461.60,763.91,81.61,12.45,104.51,472.57,183.16,191.17,75.24,3.59,5.51,4.43,8038.43,29.41,29.89,27.05,31.31,2666.90,392.32,257.15,59.49,60.17,187.09,30.31,3.83,604.90,238.72,15.10,171.07,336.65,167.87,24.77,10.60,18.88,352.65,261.35,5314.35,7.96,108.28,289.92,717.29,1172.55
2000M9,67.17,78.75,77.73,78.31,72.44,79.79,100.12,65.10,60.39,60.14,1602.31,426.86,73.21,82.69,27.15,882.73,73.83,39.47,332.81,1961.89,61.64,462.45,772.38,85.44,12.45,109.10,488.05,191.60,193.60,80.15,3.59,5.56,5.06,8624.81,32.08,32.62,29.74,33.89,2567.81,364.71,239.79,57.16,61.70,178.14,29.81,3.24,544.96,275.27,15.03,188.03,340.83,180.45,23.85,9.86,19.57,354.86,262.43,5471.81,7.57,117.49,283.27,695.90,1221.67
2000M10,66.17,77.02,76.91,77.54,71.08,77.14,98.97,61.37,59.81,58.93,1501.25,378.58,76.15,82.88,27.15,877.72,75.37,36.55,323.71,1894.37,60.89,457.12,744.55,85.41,12.45,113.14,484.79,175.61,189.51,84.71,3.93,5.92,5.02,7650.64,31.40,30.93,30.22,33.05,2598.36,379.84,208.46,54.89,61.53,186.73,30.13,2.94,538.46,270.09,15.21,186.00,329.37,173.61,24.14,10.41,21.59,338.91,253.00,5266.45,7.40,128.22,279.87,688.38,1091.61
2000M11,66.99,76.66,76.65,77.53,68.51,76.66,100.12,59.72,61.34,60.60,1475.55,370.73,82.46,89.72,27.15,873.99,70.47,33.34,315.10,1795.60,63.98,450.26,781.82,84.43,12.45,112.48,465.88,188.41,188.12,88.94,3.93,5.86,5.52,7350.59,32.33,32.52,30.10,34.37,2552.18,364.21,215.31,48.68,61.50,184.86,28.74,2.87,526.38,289.62,15.43,194.33,330.47,177.19,23.71,9.51,21.77,332.55,250.82,5264.82,7.13,127.73,267.66,663.53,1058.68
2000M12,61.00,77.29,78.77,80.13,66.28,75.78,95.01,61.90,51.48,47.27,1569.06,443.30,86.60,88.15,30.75,892.78,64.50,31.07,334.72,1852.40,65.86,493.05,800.00,85.25,12.45,117.83,463.53,177.94,180.28,96.22,3.93,5.72,8.91,7318.80,25.28,25.28,22.16,28.40,2601.72,309.02,199.18,54.76,61.50,183.57,28.13,3.02,524.48,211.79,15.56,211.81,328.05,185.96,24.30,9.72,21.36,356.05,245.43,5227.40,7.14,128.01,286.88,688.39,1059.33
2001M1,61.92,78.34,78.88,80.05,68.11,77.79,99.23,62.30,52.31,48.51,1619.88,532.67,85.75,87.81,32.10,966.39,64.98,32.97,342.98,1787.06,64.18,500.77,808.70,85.32,12.99,122.87,478.54,178.86,171.76,94.30,4.22,4.98,8.17,6975.91,25.95,25.64,22.69,29.52,2624.08,348.93,191.79,50.38,61.54,184.43,27.61,3.05,517.48,275.60,15.95,197.59,321.43,175.42,24.58,10.06,21.46,346.91,236.09,5168.50,7.10,132.84,309.69,716.14,1032.70
2001M2,62.54,78.13,78.99,79.70,72.44,77.26,98.89,61.64,53.42,51.01,1607.03,681.28,82.31,87.56,32.10,1157.47,66.94,31.97,331.48,1766.13,60.44,513.14,800.00,84.49,12.99,123.60,501.71,170.31,173.20,92.38,4.22,4.66,5.55,6546.80,27.24,27.41,24.74,29.57,2552.27,407.17,185.07,53.80,61.77,185.10,27.30,3.02,501.75,289.82,16.31,178.71,325.40,167.45,24.17,9.36,21.54,349.10,230.00,5121.25,7.39,128.12,323.95,733.28,1021.58
2001M3,60.40,78.27,80.22,81.25,70.68,76.31,99.78,59.35,49.94,46.90,1512.17,555.00,83.07,91.06,32.60,1124.41,65.93,30.96,351.18,1742.16,54.56,497.36,788.64,93.27,12.99,137.77,498.85,159.95,166.15,91.01,4.22,4.85,5.18,6165.18,25.02,24.40,23.43,27.24,2565.32,554.81,210.90,63.11,62.00,177.09,26.02,3.10,500.00,263.49,16.53,169.52,351.86,164.38,24.03,8.72,21.55,379.86,224.82,5049.64,7.69,130.28,315.36,688.23,1005.62
2001M4,61.20,78.58,78.89,80.08,67.91,78.26,105.52,58.56,51.03,48.11,1499.48,532.10,84.72,90.11,33.50,1083.66,65.51,28.62,361.56,1665.97,51.16,481.00,748.57,101.32,12.99,131.91,477.59,158.44,162.59,87.55,4.26,4.79,5.18,6363.11,25.66,25.55,24.06,27.37,2597.95,629.72,208.96,64.63,62.06,162.10,26.25,3.03,500.00,289.28,16.53,169.02,334.00,158.61,23.86,8.05,21.52,372.29,212.35,4949.78,8.23,129.30,327.52,760.63,970.14
2001M5,63.39,79.83,80.85,82.26,67.78,78.79,104.82,59.99,53.78,51.65,1542.39,638.36,89.73,91.49,33.80,1077.44,68.94,29.71,370.56,1684.85,49.97,479.31,740.00,102.29,12.99,130.05,466.08,157.93,164.30,85.08,4.26,4.95,4.20,7086.48,27.55,28.45,25.58,28.61,2581.68,734.34,194.01,70.61,63.04,164.26,27.51,2.97,500.00,275.59,16.53,178.07,323.64,163.87,23.70,8.96,21.35,379.65,195.57,4951.79,9.00,135.00,325.69,716.77,937.96
2001M6,62.40,78.79,80.73,82.60,63.45,76.83,103.57,57.51,52.81,50.60,1470.83,610.37,95.06,94.45,33.90,973.29,63.67,29.32,361.51,1610.47,47.46,508.93,736.19,97.53,12.99,124.57,444.73,156.63,164.53,83.16,4.26,5.11,3.73,6674.33,26.97,27.72,25.61,27.56,2536.49,830.56,209.17,72.92,63.54,167.76,28.12,2.89,476.69,305.24,16.53,185.04,332.46,170.23,23.30,8.74,21.04,412.62,191.00,4829.90,8.78,127.23,326.92,683.81,896.93
2001M7,59.54,78.07,83.46,85.82,61.72,72.63,96.83,55.16,48.70,46.52,1418.62,700.97,101.98,98.45,34.00,965.32,58.47,27.59,371.84,1526.77,45.55,525.21,760.91,87.89,12.99,118.64,462.15,154.69,162.04,90.75,3.78,5.05,3.11,5962.55,24.80,24.54,23.43,26.44,2559.12,962.94,279.63,72.97,64.27,169.73,27.48,2.83,481.09,289.42,16.53,194.23,383.38,186.65,23.51,8.54,21.01,453.09,196.09,4343.59,8.75,123.79,328.26,630.79,853.30
2001M8,59.79,76.34,83.41,85.60,63.20,69.21,90.92,53.53,50.10,48.40,1377.85,682.20,99.39,101.80,33.80,1032.48,59.68,25.86,435.41,1466.41,43.33,545.50,771.30,76.94,12.99,129.59,483.63,157.23,159.87,92.88,3.78,4.73,2.95,5525.64,25.81,25.67,24.31,27.45,2626.91,784.58,312.62,71.54,65.58,168.74,26.60,2.92,475.52,292.20,15.43,189.10,397.49,182.75,23.90,7.90,21.29,465.22,197.74,3929.45,8.95,121.92,348.94,617.91,830.03
2001M9,57.74,73.52,79.94,81.95,61.36,67.03,87.67,52.13,48.52,46.98,1346.00,583.56,99.61,107.25,32.80,1026.20,57.71,23.79,444.65,1427.70,41.26,549.33,750.00,73.06,12.99,138.24,464.81,160.37,156.38,89.74,3.78,4.63,2.19,5057.65,25.03,25.54,23.96,25.59,2736.64,577.54,259.56,63.93,66.48,173.00,26.29,2.92,489.51,282.92,13.74,183.94,358.47,172.35,24.32,7.16,21.37,430.20,190.90,3698.37,9.15,122.03,340.53,524.19,799.51
2001M10,52.00,70.38,76.23,77.92,60.65,64.46,84.05,50.32,41.25,38.88,1283.53,486.79,101.79,103.39,32.40,1084.86,56.53,21.26,441.27,1377.38,37.22,555.81,715.65,70.88,12.99,135.10,468.58,144.92,151.27,86.27,3.24,4.65,2.47,4830.78,20.73,20.48,19.54,22.18,2842.81,423.63,232.09,57.29,65.70,170.87,24.37,2.79,484.65,274.31,13.12,177.63,334.00,160.63,24.14,6.60,21.15,440.48,177.26,3749.17,9.47,123.34,330.29,441.98,761.74
2001M11,49.96,71.35,76.34,77.68,63.94,66.32,86.05,52.07,37.44,35.04,1334.45,494.10,100.97,104.28,29.40,1231.55,58.96,22.03,432.43,1434.29,37.96,585.28,719.09,72.88,12.99,134.69,486.71,152.06,146.49,89.88,3.24,3.95,2.36,5131.32,18.69,18.94,17.53,19.59,2936.19,466.00,281.51,48.60,64.33,170.00,23.35,2.62,465.99,289.10,12.13,177.99,352.96,162.56,23.89,7.28,21.33,576.27,162.09,4059.32,9.43,125.27,335.91,466.09,774.35
2001M12,49.39,70.71,75.83,76.87,66.29,65.54,83.34,52.67,36.92,34.74,1348.72,518.94,102.86,100.83,27.35,1337.43,55.60,23.76,457.68,1472.85,42.87,618.96,700.00,69.34,12.99,135.94,482.91,141.31,139.91,92.31,3.22,3.68,2.42,5315.82,18.52,18.60,17.64,19.31,2847.84,425.76,295.47,47.41,63.23,179.38,22.12,2.56,468.86,266.97,11.65,166.50,348.77,160.15,23.93,7.41,21.44,627.62,163.57,4022.47,9.50,122.53,376.13,501.44,757.97
2002M1,50.07,71.42,76.60,77.50,68.30,66.19,83.16,53.94,37.58,35.95,1371.36,429.38,99.27,101.05,29.10,1385.93,57.34,22.88,444.03,1508.23,43.42,621.83,700.00,68.35,12.68,138.15,511.09,144.77,133.84,91.97,2.79,3.57,2.26,6061.36,19.15,19.48,18.29,19.69,2788.69,443.71,310.30,54.26,62.94,191.13,25.73,2.52,470.96,252.90,11.82,169.58,343.48,160.06,23.82,7.31,21.24,567.43,172.91,3867.95,9.59,125.31,444.11,599.55,794.20
2002M2,51.26,72.29,76.46,76.95,71.93,68.08,87.36,54.15,38.96,37.47,1371.08,511.05,99.01,102.95,29.85,1490.39,60.51,24.46,433.86,1561.37,42.81,633.40,700.00,72.24,12.68,137.12,480.93,140.23,136.04,90.73,2.79,3.64,2.31,6039.95,19.98,20.29,18.91,20.72,2774.94,454.62,296.77,55.14,62.92,194.35,28.33,2.52,482.52,271.49,11.57,165.45,341.94,160.20,23.65,5.68,20.91,563.05,169.90,3724.61,9.72,123.28,516.35,621.99,773.47
2002M3,55.88,74.39,78.72,78.64,79.48,70.02,89.78,55.74,45.06,44.39,1404.99,571.23,98.95,109.03,29.55,1592.03,66.38,29.77,409.65,1607.39,42.04,633.50,676.67,80.30,12.68,137.39,480.68,144.32,143.02,89.86,2.79,3.69,3.03,6543.20,23.64,23.69,22.85,24.38,2795.62,590.33,302.45,50.80,62.73,189.29,30.41,2.68,482.18,241.47,11.46,174.29,356.93,168.69,23.65,5.92,20.21,546.52,195.19,3850.75,9.95,122.56,529.16,607.57,820.00
2002M4,57.56,74.02,77.32,77.23,78.24,70.68,92.17,55.16,47.93,47.74,1370.39,570.38,95.82,103.74,28.84,1568.15,65.78,30.35,411.14,1588.57,41.38,646.64,618.18,83.69,12.68,137.77,472.09,150.49,144.11,87.11,2.56,4.07,3.43,6956.81,25.43,25.65,24.41,26.24,2814.34,579.16,311.15,44.78,62.50,189.50,30.57,2.81,485.06,248.19,9.70,175.93,365.09,171.36,23.99,5.18,19.74,545.68,185.64,4026.48,9.75,123.72,525.07,614.56,807.58
2002M5,58.14,74.67,78.86,79.25,75.33,70.43,92.57,54.43,48.46,48.20,1344.43,631.46,97.55,96.47,28.63,1604.70,58.43,29.43,410.06,1597.02,39.89,661.87,586.09,84.14,12.68,141.06,450.39,141.19,149.08,90.33,2.56,4.44,3.50,6771.18,25.69,25.43,24.59,27.04,2820.98,635.51,337.82,46.98,63.35,198.30,31.98,3.02,484.65,254.10,9.88,179.90,376.77,176.64,24.27,5.61,19.82,525.00,164.09,4152.82,9.90,121.46,519.78,619.09,768.25
2002M6,57.61,76.81,81.11,81.67,76.00,72.46,96.17,55.34,46.38,45.99,1356.93,643.99,104.11,93.89,26.65,1656.46,55.16,29.26,438.49,1650.59,43.48,644.25,601.00,86.98,12.68,143.31,439.98,133.29,163.48,93.17,2.56,4.53,3.23,7147.61,24.49,24.13,23.83,25.51,2834.26,635.47,376.00,50.41,63.80,202.00,38.12,3.05,500.00,259.95,9.92,185.83,399.04,185.37,24.72,5.25,19.99,556.85,168.50,4303.33,9.90,132.03,548.84,603.14,769.42
2002M7,59.81,78.93,85.06,85.48,81.16,72.74,97.81,54.63,48.62,48.32,1337.87,545.58,114.23,96.90,24.90,1872.00,53.09,29.31,469.19,1588.28,46.70,652.11,605.65,84.39,12.68,150.81,446.03,149.62,172.56,99.70,2.52,5.76,2.99,7137.70,25.75,25.77,24.57,26.92,2981.64,653.47,369.21,54.87,64.21,199.61,37.72,3.06,507.45,287.33,9.92,204.24,423.07,209.09,25.83,5.79,20.73,596.22,175.43,4313.78,9.89,149.30,539.68,569.12,795.01
2002M8,60.38,78.71,85.37,85.60,83.28,71.98,99.09,52.39,49.65,50.22,1293.36,420.02,120.99,95.73,24.00,1959.27,52.02,28.74,482.34,1482.92,49.32,650.15,629.55,85.63,12.68,148.75,424.33,146.05,182.11,109.89,2.52,4.52,3.09,6736.86,26.78,26.63,25.32,28.37,2957.09,637.60,391.51,46.11,64.11,191.32,39.13,3.02,532.74,280.84,9.92,201.12,453.27,208.22,25.54,5.86,20.95,639.77,181.86,3832.24,9.85,161.26,534.99,575.72,748.81
2002M9,62.76,80.58,87.63,87.16,92.05,73.45,102.43,52.51,52.34,53.05,1301.70,492.63,119.75,92.56,24.45,2167.41,57.58,33.31,539.45,1478.93,48.98,662.55,650.00,85.74,12.68,150.45,420.54,149.13,180.96,113.94,2.53,4.63,3.55,6664.95,28.28,28.34,26.83,29.67,3000.22,626.68,369.40,36.66,64.04,188.48,40.40,3.13,564.77,309.20,9.92,200.25,443.13,208.22,25.86,6.41,21.52,631.62,193.43,3961.76,9.80,187.84,584.34,642.41,756.18
2002M10,62.49,80.77,87.81,87.14,94.02,73.66,102.38,52.91,51.79,51.64,1311.46,550.08,120.61,86.97,26.25,2201.50,64.05,34.44,523.23,1486.17,49.56,654.82,650.00,85.70,12.68,154.82,418.25,147.60,178.95,109.65,2.78,4.76,4.13,6818.91,27.53,27.55,26.18,28.85,2987.84,614.28,372.80,42.81,63.00,185.48,37.48,3.14,565.22,299.03,10.25,185.35,445.55,200.09,25.89,7.02,21.83,635.43,181.09,4242.09,9.84,190.32,664.34,748.18,755.09
2002M11,59.48,80.13,86.18,85.99,87.96,74.02,100.05,55.22,47.40,46.49,1373.27,399.57,120.13,81.56,26.25,1825.06,70.18,39.35,565.30,1581.04,52.33,650.13,693.81,81.21,12.68,154.96,441.44,156.65,181.33,108.65,2.78,4.80,4.06,7314.81,24.79,24.50,23.32,26.56,3012.77,476.80,409.97,40.60,61.90,187.19,38.11,3.15,564.44,283.98,10.80,183.88,490.75,210.22,26.14,7.30,22.31,732.38,178.48,4228.95,9.86,176.26,691.81,768.39,764.57
2002M12,62.59,79.79,87.36,86.94,91.26,72.15,95.32,55.41,52.53,52.27,1375.86,565.98,117.19,84.00,26.25,2025.61,63.86,38.52,623.45,1592.96,55.22,635.42,748.18,70.62,12.68,157.94,441.21,147.69,183.37,107.01,2.81,4.71,4.75,7206.33,27.89,28.52,25.71,29.44,3037.73,426.76,433.56,43.67,61.49,185.27,38.46,3.16,565.16,290.55,11.02,181.98,479.06,208.24,26.38,7.51,22.04,729.95,183.73,4227.19,9.88,168.98,689.34,763.16,794.26
2003M1,66.30,80.88,88.37,87.45,96.85,73.32,95.89,57.02,57.77,57.64,1379.29,560.59,113.70,85.35,26.68,2190.14,65.22,42.75,620.67,1650.31,56.71,641.65,775.22,69.80,13.82,162.69,444.85,143.16,187.41,105.75,3.15,5.01,5.45,8032.91,30.77,31.29,28.07,32.95,3257.01,547.13,431.32,46.58,62.27,199.74,41.11,3.34,552.45,294.99,11.13,184.87,453.49,208.68,26.88,7.89,22.04,659.39,182.39,4445.27,10.16,149.60,725.81,800.63,782.34
2003M2,69.19,81.43,88.53,87.39,99.02,74.27,96.02,58.55,62.02,61.60,1421.56,462.71,114.15,83.75,26.95,2230.35,67.60,42.35,622.98,1682.15,58.55,637.82,780.00,70.93,13.82,159.70,474.53,150.49,187.32,106.04,3.15,5.31,7.70,8607.95,32.88,32.65,30.20,35.80,3395.19,505.06,421.52,48.16,63.13,198.75,44.74,3.25,549.83,277.48,12.13,192.42,451.07,209.64,26.77,8.35,22.18,640.60,192.25,4572.30,10.10,150.84,734.89,778.49,785.67
