ID Nuevo,Año,Mes,Día,lat,long,Geocode,Departamento INEI,Provincia INEI,Distrito INEI,Centro poblado INEI,Categoría centro poblado INEI,Casco Urbano,Zona Rural,Tipo de Centro Poblado no INEI,Nombre Centro Poblado no INEI,Precedencia,Iniciativa 1,Iniciativa 2,Iniciativa 3,FF.MM.   - 1-,Policía    -2-,CAD        -3-,Rondas Campesinas         -10-,PCP-SL     -15-,PCP-BR     -16-,MRTA      -17-,Otros Guerrilleros no Id.               -18-,Otros Paramilitares no Id.                          -19-,Grupos estatales no Id.                       -20-,No identificado            -21-,Otros         -22-,Milicias     -23-,Grupo 1 Método 1,Grupo 1 Método 2,Grupo 2 Método 1,Grupo 2 Método 2,Grupo 3 Método 1,Grupo 3 Método 2,Grupo 4 Método 1,Grupo 4 Método 2,Código grupo responsable 1,Código grupo responsable 2,Código grupo responsable 3,Tipo de acción bélica 1,Método 1,Código grupo responsable 1,Código grupo responsable 2,Código grupo responsable 3,Tipo de acción bélica 2,Método 2,Código grupo responsable 1,Código grupo responsable 2,Código grupo responsable 3,Tipo de acción bélica 3,Método 3,Código grupo responsable 1,Código grupo responsable 2,Tipo de acción bélica 4,Método 4,Código grupo responsable 1,Código grupo responsable 2,Tipo de acción bélica 5,Método 5,No está descrito el método del ataque  ,Código Grupo,Muertos,Heridos,detenido,Retenidos,Código Grupo,Muertos,Heridos,detenidos,Retenidos,Código Grupo,Muertos,Heridos,Detenidos,Retenidos,Código Grupo,Muertos,Heridos,Detenidos,Retenidos,Número testimonio,Fuente 1,Tomo,Página,Fecha (dd/mm/aa),Nota Magnética 1,Fuente(s) Primaria(s) 1,Notas,Dummie Revisión,Notas Revisión
10406,1992,10,1,,,PE,LIMA,LIMA,LIMA,LOS OLIVOS ,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Incursión,,2,,,Registro y control,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,700307,Comisión de la Verdad Informe Final,XVII,67,,,,,
10407,1992,10,2,,,PE,LIMA,LIMA,SAN JUAN DE LURIGANCHO,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,El detenido fue herido durante el registro y control,700038,Comisión de la Verdad Informe Final,XVII,68,,,,,
10408,1992,10,7,,,PE,LIMA,LIMA,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,24,,,Robo Fallido,,2,,,Registro y control,Armamentos Armas de fuego  ,,,,,,,,,,,,,,,2,1,,,,1,2,,,,,,,,,,,,,,,100331,Comisión de la Verdad Informe Final,XVII,68,,,,,
10409,1992,10,8,,,PE,LIMA,LIMA,LURIGANCHO,CHOSICA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,21,,,Acción ofensiva  a Objetivos militares o de policía  Patrulla Policía,Armamentos Armas de fuego  ,21,,,Robo a Objetivos militares o de policía  Patrulla Policía ,Armamentos Armas de fuego Revólver ,,,21,,,Acción ofensiva  a Objetivos militares o de policía  Patrulla ,,,,20,,,1,,,,,,,,,,,,,,,,,,100233,Comisión de la Verdad Informe Final,XVII,68,,,,,
10410,1992,10,11,,,PE,LIMA,LIMA,VILLA EL SALVADOR,VILLA EL SALVADOR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,20,,,Incursión,,20,,,Registro y control,,,,,,,,,,,,,,,,24,,,3,,,,,,,,,,,,,,,,,,"100182, 101230",Comisión de la Verdad Informe Final,XVII,68,,,,,
10411,1992,10,25,,,PE,LIMA,LIMA,BARRANCO,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Registro y control,,,,,,,,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,,700053,Comisión de la Verdad Informe Final,XVII,69,,,,,
10412,1992,10,30,,,PE,LIMA,LIMA,LURIGANCHO,CHOSICA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,2,,,Allanamiento,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,100200,Comisión de la Verdad Informe Final,XVII,69,,,,,
10413,1992,11,5,,,PE,LIMA,LIMA,SURQUILLO,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,720007,Comisión de la Verdad Informe Final,XVII,70,,,,,
10414,1992,11,6,,,PE,LIMA,LIMA,CARABAYLLO,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos militares o de policía  Patrulla FF.MM. ,Armamentos Arma de fuego  ,,,,,,,,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,,,,,,,102189,Comisión de la Verdad Informe Final,XVII,70,,,,,
10415,1992,11,7,,,PE,LIMA,LIMA,LA VICTORIA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Arma de fuego  ,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,"102189, 720007",Comisión de la Verdad Informe Final,XVII,70,,,,,
10416,1992,11,6,,,PE,LIMA,LIMA,ATE,ATE VITARTE,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,Armamentos Arma de fuego  ,,,,,,,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,,"700064, 700357",Comisión de la Verdad Informe Final,XVII,71,,,,,
10417,1992,11,17,,,PE,LIMA,LIMA,LA VICTORIA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,Registro y control,,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,"700064, 700349",Comisión de la Verdad Informe Final,XVII,71,,,,,
10418,1992,11,18,,,PE,LIMA,LIMA,SURQUILLO,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,Registro y control,,,,,,,,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,,205351,Comisión de la Verdad Informe Final,XVII,71,,,,,
10419,1992,11,18,,,PE,LIMA,LIMA,MAGDALENA DEL MAR,MAGDALENA DEL MAR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"Acción ofensiva a Objetivos no estatales  Partido Comunista del Perú-Sendero Luminoso, PCP-SL  ",,,,,,,,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,,"700002, 700006",Comisión de la Verdad Informe Final,XVII,71,,,,,
10420,1992,11,19,,,PE,LIMA,LIMA,SAN JUAN DE LURIGANCHO,MERCADO LAS FLORES,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,100151,Comisión de la Verdad Informe Final,XVII,72,,,,,
10421,1992,12,,,,PE,LIMA,LIMA,SAN MARTIN DE PORRES,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,"700436, 750038",Comisión de la Verdad Informe Final,XVII,72,,,,,
10422,1992,12,18,,,PE,LIMA,LIMA,LOS OLIVOS,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Arma de fuego  ,,,,,,,,,,,,,,,,,,,,24,1,1,,,,,,,,,,,,,,,,,,Armas de fuego de corto y largo alcance,"100154, 520405",Comisión de la Verdad Informe Final,XVII,73,,,,,
10423,1992,12,28,,,PE,LIMA,LIMA,COMAS,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,21,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Arma de fuego  ,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,102155,Comisión de la Verdad Informe Final,XVII,73,,,,,
10424,1992,12,,,,PE,LIMA,LIMA,INDEPENDENCIA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,21,,,Acción ofensiva a Objetivos militares o de policía  Instalaciones Policía ,Armamentos Arma de fuego  ,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,"100154, 700451",Comisión de la Verdad Informe Final,XVII,74,,,,,
00524,1993,6,8,,,PE,PUNO,PUNO,PUNO,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,,1,1,,,,,,,,,,,,,,,,,,100062,Comisión de la Verdad Informe Final,XVI,5,,,,,
00525,1993,10,29,,,PE,PUNO,PUNO,PUNO,PUNO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,,750062,Comisión de la Verdad Informe Final,XVI,5,,,,,
00626,1993,1,,,,PE,PUNO,AZANGARO,ARAPA,TUPAC AMARU,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,,,,,,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,520446,Comisión de la Verdad Informe Final,XVI,34,,,,,
00627,1993,1,20,,,PE,PUNO,AZANGARO,ASILLO,SAN MIGUEL,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Registro y control,,1,,,ROBO,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,520257,Comisión de la Verdad Informe Final,XVI,35,,,,,
00628,1993,1,31,,,PE,PUNO,AZANGARO,ASILLO,JALAPAMPA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas de fuego  ,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,520337,Comisión de la Verdad Informe Final,XVI,35,,,,,
00629,1993,2,6,,,PE,PUNO,AZANGARO,SAN ANTON,TUPAC AMARU,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas de fuego  ,,,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,,,,,,,520446,Comisión de la Verdad Informe Final,XVI,35,,,,,
00630,1993,3,15,,,PE,PUNO,AZANGARO,ASILLO,RETIRO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas de fuego  ,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,"520249, 520575",Comisión de la Verdad Informe Final,XVI,36,,,,,
00631,1993,4,8,,,PE,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,SAN PEDRO DE BUENAVISTA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,ROBO,,15,,,Acción ofensiva  a Objetivos civiles Civiles   ,Armamentos Armas blancas  ,,,15,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,520029,Comisión de la Verdad Informe Final,XVI,36,,,,,
00632,1993,5,,,,PE,PUNO,AZANGARO,AZANGARO,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,520343,Comisión de la Verdad Informe Final,XVI,36,,,,,
00633,1993,5,1,,,PE,PUNO,AZANGARO,ASILLO,ASILLO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,Registro y control,,,,,,,,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,,750067,Comisión de la Verdad Informe Final,XVI,36,,,,,
00634,1993,5,16,,,PE,PUNO,AZANGARO,ASILLO,ANORAVI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Arma de Fuego  ,,,,,,,,,,,,,,,,,,,,24,1,1,,,,,,,,,,,,,,,,,,,520256,Comisión de la Verdad Informe Final,XVI,37,,,,,
00635,1993,6,21,,,PE,PUNO,AZANGARO,AZANGARO,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,21,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,520197,Comisión de la Verdad Informe Final,XVI,37,,,,,
00636,1993,6,21,,,PE,PUNO,AZANGARO,ASILLO,PROGRESO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,520312,Comisión de la Verdad Informe Final,XVI,37,,,,,
00637,1993,8,5,,,PE,PUNO,AZANGARO,ASILLO,PACASTITI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,,,,,,,520032,Comisión de la Verdad Informe Final,XVI,37,,,,,
00638,1993,8,17,,,PE,PUNO,AZANGARO,SAN ANTON,CANGALLI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,,15,,,ROBO,,,,,,,,,,,24,,1,,,,,,,,,,,,,,,,,,,520482,Comisión de la Verdad Informe Final,XVI,38,,,,,
00639,1993,9,16,,,PE,PUNO,AZANGARO,POTONI,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,Registro y control,,1,2,,Incautación,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,520336,Comisión de la Verdad Informe Final,XVI,38,,,,,
00640,1993,9,19,,,PE,PUNO,AZANGARO,ASILLO,CHOQUEMORCCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas de fuego  ,15,,,ROBO,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,520247,Comisión de la Verdad Informe Final,XVI,38,,,,,
00641,1993,9,23,,,PE,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Arma de Fuego  ,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,520130,Comisión de la Verdad Informe Final,XVI,38,,,,,
00642,1993,10,17,,,PE,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas de fuego  ,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,520031,Comisión de la Verdad Informe Final,XVI,39,,,,,
00643,1993,11,5,,,PE,PUNO,AZANGARO,AZANGARO,ALTO JURINSAYA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Arma de Fuego  ,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,520188,Comisión de la Verdad Informe Final,XVI,39,,,,,
00644,1993,11,26,,,PE,PUNO,AZANGARO,SAN JOSE,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Incursión,,1,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas de fuego  ,,,,,,,,,,,,,,,24,1,1,,,,,,,,,,,,,,,,,,,520603,Comisión de la Verdad Informe Final,XVI,39,,,,,
00645,1993,11,27,,,PE,PUNO,AZANGARO,SAN JOSE,LLACTA CHOQUPIÑA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Incursión,,1,,,Registro y control,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,"520160, 520163",Comisión de la Verdad Informe Final,XVI,40,,,,,
00646,1993,11,28,,,PE,PUNO,AZANGARO,AZANGARO,AZANGARO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,,,3,,,,,,,,,,,,,,,,,,520218,Comisión de la Verdad Informe Final,XVI,40,,,,,
00647,1993,12,28,,,PE,PUNO,AZANGARO,SAN ANTON,TUMUYO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Registro y control,,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,100074,Comisión de la Verdad Informe Final,XVI,40,,,,,
00663,1993,11,26,,,PE,PUNO,AZANGARO,SAN JOSE,SAN JOSE,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Registro y control,,1,,,Acción ofensiva  a Objetivos civiles Civiles  ,,,,,,,,,,,,,,,,24,,,3,,,,,,,,,,,,,,,,,,"520160, 520163, 520212",Comisión de la Verdad Informe Final,XVI,45,,,,,
00682,1993,,,,,PE,PUNO,HUANCANE,INCHUPALLA,INCHUPALLA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,520422,Comisión de la Verdad Informe Final,XVI,52,,,,,
00683,1993,,,,,PE,PUNO,HUANCANE,HUATASANI,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,Incursión,,1,2,,Registro y control,,,,,,,,,,,,,,,,24,,,9,,,,,,,,,,,,,,,,,,520369,Comisión de la Verdad Informe Final,XVI,53,,,,,
00688,1993,8,2,,,PE,PUNO,LAMPA,LAMPA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,,,2,,,,,,,,,,,,,,,,,,510143,Comisión de la Verdad Informe Final,XVI,55,,,,,
00689,1993,11,6,,,PE,PUNO,LAMPA,PUCARA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,21,,,Masacre,Armamentos Arma de Fuego Ametralladora ,,,,,,,,,,,,,,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,520076,Comisión de la Verdad Informe Final,XVI,55,,,,,
00752,1993,,,,,PE,PUNO,MELGAR,ORURILLO,CHIL UTIRA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Incursión,,1,,,Acción ofensiva  a Objetivos civiles Civiles  ,,1,,,Robo,,,,,,,,,,,24,,1,,,,,,,,,,,,,,,,,,,520512,Comisión de la Verdad Informe Final,XVI,74,,,,,
00753,1993,,,,,PE,PUNO,MELGAR,ORURILLO,CHIL UTIRA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Incursión,,1,,,Registro y control,,1,,,Acción ofensiva  a Objetivos civiles Civiles   ,,,,,,,,,,,24,,1,,,,,,,,,,,,,,,,,,,520512,Comisión de la Verdad Informe Final,XVI,74,,,,,
00754,1993,1,2,,,PE,PUNO,MELGAR,ANTAUTA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Medios de transporte Automotor Pasajeros ,,15,,,Secuestro masivo,,,,,,,,,,,,,,,,24,,,,4,,,,,,,,,,,,,,,,ENTRE EL 2 Y 3 DE ENERO DE 1993,"520006, 520063, 520084, 520088, 520095, 520145, 520146, 520418, 520525, 520553",Comisión de la Verdad Informe Final,XVI,75,,,,,
00755,1993,1,2,,,PE,PUNO,MELGAR,ANTAUTA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Masacre,Armamentos Arma de Fuego  ,15,,,Explosión intencional,Explosivos Dinamita  ,,,,,,,,,,24,2,1,,,2,2,,,,,,,,,,,,,,ENTRE EL 2 Y 3 DE ENERO DE 1993,"520006, 520063, 520084, 520088, 520095, 520145, 520146, 520418, 520525, 520553",Comisión de la Verdad Informe Final,XVI,75,,,,,
00756,1993,1,2,,,PE,PUNO,MELGAR,ANTAUTA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Arma de Fuego  ,,,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,,,,,,ENTRE EL 2 Y 3 DE ENERO DE 1993,"520006, 520063, 520084, 520088, 520095, 520145, 520146, 520418, 520525, 520553",Comisión de la Verdad Informe Final,XVI,75,,,,,
00757,1993,1,26,,,PE,PUNO,MELGAR,ORURILLO,SOLLOCOTAÑA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Arma de Fuego  ,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,"520028, 520115, 520041, 520617",Comisión de la Verdad Informe Final,XVI,75,,,,,
00758,1993,1,27,,,PE,PUNO,MELGAR,ORURILLO,ORURILLO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,21,,,Incursión,,21,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Arma de Fuego  ,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,520152,Comisión de la Verdad Informe Final,XVI,76,,,,,
00759,1993,3,2,,,PE,PUNO,MELGAR,ORURILLO,ACLLAMAYO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Incursión,,1,,,Acción ofensiva  a Objetivos civiles Civiles  ,,1,,,Registro y control,,,,,,,,,,,24,,1,2,,,,,,,,,,,,,,,,,,520172,Comisión de la Verdad Informe Final,XVI,76,,,,,
00760,1993,3,7,,,PE,PUNO,MELGAR,ORURILLO,VISCACHANI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,520184,Comisión de la Verdad Informe Final,XVI,76,,,,,
00761,1993,4,8,,,PE,PUNO,MELGAR,AYAVIRI,TOCOTOCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Arma de Fuego  ,,,,,,,,,,,,,,,24,2,1,,,,,,,,,,,,,,,,,,,520430,Comisión de la Verdad Informe Final,XVI,77,,,,,
00762,1993,5,26,,,PE,PUNO,MELGAR,ANTAUTA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Incursión,,1,,,Acción ofensiva  a Objetivos civiles Civiles  ,,1,,,Registro y control,,,,,,,,,,,24,,1,1,,,,,,,,,,,,,,,,,,520553,Comisión de la Verdad Informe Final,XVI,77,,,,,
00763,1993,6,,,,PE,PUNO,MELGAR,ORURILLO,ORURILLO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,520559,Comisión de la Verdad Informe Final,XVI,77,,,,,
00764,1993,10,14,,,PE,PUNO,MELGAR,ORURILLO,ORURILLO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,520152,Comisión de la Verdad Informe Final,XVI,78,,,,,
00765,1993,12,1,,,PE,PUNO,MELGAR,ORURILLO,ISLA PAMPA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Arma de Fuego  ,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,ENTRE EL 1 Y 2 DE DICIEMBRE DE 1993,520034,Comisión de la Verdad Informe Final,XVI,78,,,,,
00781,1993,2,19,,,PE,PUNO,SAN ANTONIO DE PUTINA,PUTINA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,Registro y control,,,,,,,,,,,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,,,,,750069,Comisión de la Verdad Informe Final,XVI,83,,,,,
00786,1993,4,,,,PE,PUNO,SAN ROMAN,JULIACA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,520450,Comisión de la Verdad Informe Final,XVI,84,,,,,
00787,1993,9,24,,,PE,PUNO,SAN ROMAN,JULIACA,JULIACA,CIUDAD,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,,750076,Comisión de la Verdad Informe Final,XVI,85,,,,,
00804,1993,5,27,,,PE,PUNO,SANDIA,SAN JUAN DEL ORO,YANAMAYO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,Registro y control,,1,2,,Incursión,,1,,,Acción ofensiva  a Objetivos civiles Civiles   ,,,,,,,,,,,24,,,2,,,,,,,,,,,,,,,,,,520389,Comisión de la Verdad Informe Final,XVI,90,,,,,
00805,1993,7,20,,,PE,PUNO,SANDIA,SAN JUAN DEL ORO,SAN JUAN DEL ORO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Incursión,,1,,,Registro y control,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,ENTRE EL 20 Y 21 DE JULIO DE 1993,520398,Comisión de la Verdad Informe Final,XVI,91,,,,,
01024,1993,,,,,PE,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,,310006,Comisión de la Verdad Informe Final,XVI,66,,,,,
01025,1993,2,3,,,PE,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,SANTA BARBARA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Incursión,,1,,,Acción ofensiva  a Objetivos civiles Civiles  ,,1,,,Registro y control,,,,,,,,,,,24,,,3,,,,,,,,,,,,,,,,,,314099,Comisión de la Verdad Informe Final,XVI,66,,,,,
01026,1993,4,22,,,PE,HUANCAVELICA,HUANCAVELICA,,,,,,,,0,,,,,,,,,,,,,,,,,Armamentos Arma de Fuego  ,,,,,,,,15,,,Incidente,Minas Antivehículos  ,,,,,,,,,,,,,,,,,,,,24,9,,,,,,,,,,,,,,,,,,,,"305025, 310515",Comisión de la Verdad Informe Final,XVI,66,,,,,
01239,1993,6,,,,PE,HUANCAVELICA,ANGARAES,LIRCAY,HUAIRAPATA,ANEXO,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,21,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Arma de Fuego  ,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,306508,Comisión de la Verdad Informe Final,XVI,129,,,,,
01316,1993,1,7,,,PE,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,MANZARES,CASERIO,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Explosión intencional,Explosivos Dinamita  ,,,,,,,,,,,,,,,,,,,,24,3,,,,,,,,,,,,,,,,,,,,100576,Comisión de la Verdad Informe Final,XVI,151,,,,,
