cluster,hh,gov,replacement,year_hh_formed,age,sex,present,othersib,sib
23,18,9,,1990,35,F,N,Y,N
23,18,9,,1990,17,M,,,
23,18,9,,1990,15,F,,,
23,18,9,,1990,13,F,,,
23,19,9,,2002,29,F,Y,N,Y
23,19,9,,2002,39,M,N,N,Y
23,19,9,,2002,6,M,,,
23,19,9,,2002,4,M,,,
23,19,9,,2002,3,F,,,
23,20,9,,1987,69,M,Y,N,Y
23,20,9,,1987,55,F,Y,N,Y
24,1,9,,1983,44,F,Y,N,Y
24,1,9,,1983,16,M,,,
24,2,9,,1999,43,M,Y,N,Y
24,2,9,,1999,36,F,Y,N,Y
24,2,9,,1999,12,M,,,
24,2,9,,1999,9,F,,,
24,2,9,,1999,7,M,,,
24,3,9,,1982,67,M,N,N,Y
24,3,9,,1982,56,F,Y,N,Y
24,4,9,,2009,28,M,Y,N,Y
24,4,9,,2009,20,F,Y,N,Y
24,4,9,,2009,1,F,,,
24,5,9,,2007,25,M,N,N,N
24,5,9,,2007,24,F,Y,N,Y
24,5,9,,2007,2,M,,,
24,5,9,,2007,3,F,,,
24,5,9,,2007,0,M,,,
24,6,9,Y,1935,71,F,Y,Y,Y
24,6,9,Y,1935,62,F,Y,Y,N
24,6,9,Y,1935,67,F,Y,Y,N
24,7,9,,1952,80,F,Y,N,Y
24,7,9,,1952,54,F,Y,N,Y
24,8,9,,1993,53,M,Y,N,N
24,8,9,,1993,67,F,Y,N,Y
24,8,9,,1993,15,F,,,
24,8,9,,1993,12,M,,,
24,8,9,,1993,8,F,,,
24,9,9,Y,1958,69,F,Y,N,Y
24,9,9,Y,1958,44,F,Y,Y,Y
24,9,9,Y,1958,46,F,Y,Y,N
24,9,9,Y,1958,20,F,Y,N,Y
24,9,9,Y,1958,43,F,Y,Y,N
24,10,9,,1998,37,M,Y,N,N
24,10,9,,1998,35,F,Y,N,Y
24,10,9,,1998,12,M,,,
24,10,9,,1998,9,F,,,
24,10,9,,1998,3,F,,,
24,10,9,,1998,0,F,,,
24,11,9,,2011,32,M,Y,N,Y
24,11,9,,2011,25,F,Y,N,Y
24,12,9,,1984,51,F,Y,N,Y
24,12,9,,1984,51,F,Y,N,Y
24,12,9,,1984,26,M,Y,Y,Y
24,12,9,,1984,14,F,,,
24,12,9,,1984,14,F,,,
24,12,9,,1984,11,F,,,
24,13,9,,1994,47,M,Y,N,Y
24,13,9,,1994,44,F,Y,N,Y
24,13,9,,1994,16,M,,,
24,13,9,,1994,15,F,,,
24,13,9,,1994,12,M,,,
24,13,9,,1994,8,F,,,
24,13,9,,1994,2,M,,,
24,14,9,,1984,45,F,Y,N,Y
24,14,9,,1984,25,F,Y,Y,Y
24,14,9,,1984,22,M,Y,Y,N
24,14,9,,1984,20,M,Y,Y,N
24,15,9,,1999,55,M,Y,N,Y
24,15,9,,1999,35,F,Y,N,Y
24,15,9,,1999,12,F,,,
24,15,9,,1999,10,M,,,
24,16,9,,1992,49,M,Y,N,Y
24,16,9,,1992,48,F,Y,N,Y
24,16,9,,1992,19,M,Y,Y,Y
24,16,9,,1992,16,F,,,
24,16,9,,1992,12,M,,,
24,17,9,,1986,49,M,Y,N,Y
24,17,9,,1986,43,F,Y,N,Y
24,17,9,,1986,23,M,Y,Y,Y
24,17,9,,1986,20,M,Y,Y,N
24,18,9,,1992,51,M,Y,Y,Y
24,18,9,,1992,56,M,Y,Y,N
24,18,9,,1992,47,F,Y,N,Y
24,19,9,,1988,55,M,Y,N,N
24,19,9,,1988,48,F,Y,N,Y
24,19,9,,1988,19,F,Y,N,Y
24,19,9,,1988,15,F,,,
24,19,9,,1988,10,F,,,
24,20,9,,1982,58,M,Y,N,N
24,20,9,,1982,51,F,Y,N,Y
24,20,9,,1982,13,F,,,
25,1,2,,1984,62,M,Y,N,Y
25,1,2,,1984,56,F,Y,N,Y
25,1,2,,1984,20,F,Y,Y,Y
25,1,2,,1984,19,F,Y,Y,N
25,2,2,,1988,52,M,Y,N,Y
25,2,2,,1988,39,F,Y,N,Y
25,2,2,,1988,22,F,Y,Y,Y
25,2,2,,1988,20,M,Y,Y,N
25,2,2,,1988,18,F,Y,Y,N
25,2,2,,1988,15,M,,,
25,2,2,,1988,8,F,,,
25,2,2,,1988,6,M,,,
25,2,2,,1988,3,F,,,
25,2,2,,1988,17,M,,,
25,3,2,,2000,35,F,Y,N,Y
25,3,2,,2000,13,F,,,
25,3,2,,2000,12,F,,,
25,3,2,,2000,6,M,,,
25,3,2,,2000,3,M,,,
25,4,2,,2008,33,M,Y,N,Y
25,4,2,,2008,31,F,Y,N,Y
25,4,2,,2008,10,M,,,
25,4,2,,2008,8,M,,,
25,5,2,,2000,41,M,Y,N,Y
25,5,2,,2000,30,F,Y,N,Y
25,5,2,,2000,10,F,,,
25,5,2,,2000,8,F,,,
25,5,2,,2000,3,F,,,
25,6,2,,2004,56,M,N,N,Y
25,6,2,,2004,38,F,Y,N,Y
25,7,2,,1986,62,M,Y,N,Y
25,7,2,,1986,40,F,Y,N,Y
25,7,2,,1986,18,F,Y,Y,Y
25,7,2,,1986,17,M,,,
25,7,2,,1986,12,F,,,
25,8,2,,1990,44,M,N,N,Y
25,8,2,,1990,44,F,Y,N,Y
25,8,2,,1990,8,F,,,
25,9,2,,1978,60,M,Y,N,N
25,9,2,,1978,49,F,Y,N,Y
25,9,2,,1978,29,M,Y,Y,Y
25,9,2,,1978,25,M,Y,Y,N
25,9,2,,1978,22,M,Y,Y,N
25,9,2,,1978,19,F,Y,Y,N
25,9,2,,1978,12,F,,,
25,9,2,,1978,11,F,,,
25,10,2,,1929,77,M,Y,Y,Y
25,10,2,,1929,71,F,Y,Y,N
25,10,2,,1929,61,F,Y,Y,N
25,11,2,,2005,31,M,Y,N,Y
25,11,2,,2005,35,F,Y,N,Y
25,11,2,,2005,5,M,,,
25,11,2,,2005,2,M,,,
25,12,2,,1972,66,M,Y,N,Y
25,12,2,,1972,59,F,Y,N,Y
25,12,2,,1972,38,M,Y,Y,N
25,12,2,,1972,30,M,Y,Y,Y
25,12,2,,1972,29,M,Y,Y,N
25,12,2,,1972,22,M,Y,Y,N
25,12,2,,1972,49,F,Y,Y,N
25,13,2,,1975,54,F,N,N,Y
25,13,2,,1975,33,F,Y,Y,Y
25,13,2,,1975,22,M,N,Y,N
25,13,2,,1975,22,M,N,Y,N
25,13,2,,1975,14,F,,,
25,13,2,,1975,13,M,,,
25,13,2,,1975,11,M,,,
25,13,2,,1975,8,F,,,
25,14,2,,2001,38,M,Y,N,N
25,14,2,,2001,31,F,Y,N,Y
25,14,2,,2001,8,M,,,
25,14,2,,2001,5,F,,,
25,15,2,,1975,61,F,Y,N,Y
25,15,2,,1975,33,M,Y,N,N
25,16,2,,1970,56,M,N,N,Y
25,16,2,,1970,50,F,Y,N,Y
25,16,2,,1970,34,F,Y,Y,N
25,16,2,,1970,33,F,Y,Y,N
25,16,2,,1970,29,F,Y,Y,N
25,16,2,,1970,28,F,Y,Y,N
25,16,2,,1970,25,F,Y,Y,N
25,16,2,,1970,23,M,Y,Y,Y
25,16,2,,1970,20,M,Y,Y,N
25,16,2,,1970,12,M,,,
25,17,2,,1984,49,F,Y,N,Y
25,17,2,,1984,54,F,N,N,Y
25,17,2,,1984,26,F,N,N,Y
25,17,2,,1984,18,F,N,Y,Y
25,17,2,,1984,15,F,,,
25,17,2,,1984,11,F,,,
25,17,2,,1984,6,M,,,
25,18,2,,2010,20,M,Y,N,N
25,18,2,,2010,19,F,Y,N,Y
25,19,2,,1999,47,M,Y,N,Y
25,19,2,,1999,50,F,Y,N,Y
25,19,2,,1999,12,F,,,
25,19,2,,1999,10,F,,,
25,20,2,Y,1975,29,M,Y,N,Y
25,20,2,Y,1975,48,F,Y,N,Y
25,20,2,Y,1975,31,F,Y,Y,Y
25,20,2,Y,1975,26,M,Y,Y,N
25,20,2,Y,1975,21,F,Y,Y,N
25,20,2,Y,1975,16,M,,,
26,1,11,,1994,35,M,Y,N,Y
26,1,11,,1994,33,F,Y,N,Y
26,1,11,,1994,16,M,,,
26,1,11,,1994,15,M,,,
26,1,11,,1994,14,F,,,
26,1,11,,1994,4,M,,,
26,2,11,,1975,61,M,Y,N,Y
26,2,11,,1975,51,F,Y,N,Y
26,2,11,,1975,28,M,N,Y,N
26,2,11,,1975,15,M,,,
26,2,11,,1975,14,M,,,
26,3,11,,2005,33,M,Y,N,N
26,3,11,,2005,29,F,Y,N,N
26,3,11,,2005,4,F,,,
26,3,11,,2005,2,M,,,
26,4,11,,2007,33,M,Y,N,N
26,4,11,,2007,27,F,Y,N,N
26,4,11,,2007,3,M,,,
26,5,11,,2006,35,M,Y,N,Y
26,5,11,,2006,25,F,Y,N,Y
26,5,11,,2006,3,M,,,
26,6,11,,2008,29,M,Y,N,N
26,6,11,,2008,27,F,Y,N,Y
26,6,11,,2008,2,M,,,
26,7,11,,2003,30,M,Y,N,N
26,7,11,,2003,27,F,Y,N,Y
26,7,11,,2003,7,F,,,
26,7,11,,2003,2,M,,,
26,7,11,,2003,4,F,,,
26,8,11,,1972,55,M,Y,N,Y
26,8,11,,1972,50,F,Y,N,Y
26,8,11,,1972,26,F,Y,Y,Y
26,8,11,,1972,22,F,Y,Y,N
26,8,11,,1972,19,F,Y,Y,N
26,8,11,,1972,16,M,,,
26,8,11,,1972,14,M,,,
26,9,11,,2003,30,M,Y,N,N
26,9,11,,2003,36,F,Y,N,Y
26,9,11,,2003,3,F,,,
26,10,11,,2008,25,M,N,N,N
26,10,11,,2008,22,F,Y,N,Y
26,10,11,,2008,2,F,,,
26,10,11,,2008,1,M,,,
26,11,11,,1981,57,M,Y,N,Y
26,11,11,,1981,50,F,Y,N,Y
26,11,11,,1981,20,F,Y,Y,Y
26,11,11,,1981,16,M,,,
26,11,11,,1981,13,F,,,
26,11,11,,1981,9,M,,,
26,12,11,,1999,40,M,Y,N,Y
26,12,11,,1999,32,F,Y,N,N
26,12,11,,1999,11,F,,,
26,12,11,,1999,9,M,,,
26,12,11,,1999,3,F,,,
26,13,11,,1999,35,M,N,N,N
26,13,11,,1999,37,F,Y,N,Y
26,13,11,,1999,10,M,,,
26,13,11,,1999,7,M,,,
26,13,11,,1999,5,M,,,
26,13,11,,1999,2,M,,,
26,14,11,,1992,43,M,Y,N,Y
26,14,11,,1992,42,F,Y,N,Y
26,14,11,,1992,17,M,,,
26,14,11,,1992,15,M,,,
26,14,11,,1992,16,F,,,
26,14,11,,1992,13,F,,,
26,15,11,,1984,41,M,Y,N,Y
26,15,11,,1984,40,F,Y,N,Y
26,15,11,,1984,21,M,Y,Y,Y
26,15,11,,1984,20,M,Y,Y,N
26,15,11,,1984,24,F,Y,Y,N
26,15,11,,1984,16,F,,,
26,15,11,,1984,14,M,,,
26,15,11,,1984,10,M,,,
26,15,11,,1984,3,M,,,
26,16,11,,2008,26,M,Y,N,N
26,16,11,,2008,24,F,Y,N,Y
26,16,11,,2008,1,F,,,
26,16,11,,2008,0,F,,,
26,17,11,,2010,23,M,Y,N,N
26,17,11,,2010,23,F,Y,N,Y
26,17,11,,2010,0,F,,,
26,18,11,,2008,28,M,Y,N,N
26,18,11,,2008,20,F,Y,N,Y
26,18,11,,2008,0,M,,,
26,19,11,,1995,31,M,Y,N,N
26,19,11,,1995,29,F,Y,N,Y
26,19,11,,1995,14,F,,,
26,19,11,,1995,13,M,,,
26,19,11,,1995,10,M,,,
26,19,11,,1995,7,M,,,
26,19,11,,1995,6,F,,,
26,19,11,,1995,1,M,,,
26,20,11,,1978,50,F,Y,N,N
26,20,11,,1978,26,M,Y,N,N
27,1,9,,1975,59,M,Y,N,Y
27,1,9,,1975,54,F,Y,N,Y
27,1,9,,1975,17,M,,,
27,1,9,,1975,16,F,,,
27,1,9,,1975,15,F,,,
27,1,9,,1975,14,F,,,
27,2,9,,2009,23,M,Y,N,N
27,2,9,,2009,20,F,Y,N,Y
27,2,9,,2009,0,M,,,
27,3,9,,2008,29,M,Y,N,N
27,3,9,,2008,24,F,Y,N,Y
27,3,9,,2008,2,M,,,
27,3,9,,2008,1,F,,,
27,4,9,,2009,33,M,Y,N,Y
27,4,9,,2009,34,F,Y,N,Y
27,4,9,,2009,1,M,,,
27,5,9,,2008,29,M,Y,N,N
27,5,9,,2008,19,F,Y,N,Y
27,5,9,,2008,2,F,,,
27,6,9,,1967,71,M,Y,N,Y
27,6,9,,1967,67,F,Y,N,N
27,6,9,,1967,33,F,Y,Y,Y
27,6,9,,1967,30,F,Y,Y,N
27,6,9,,1967,29,F,Y,Y,N
27,6,9,,1967,24,M,Y,Y,N
27,6,9,,1967,26,F,Y,Y,N
27,6,9,,1967,25,M,Y,Y,N
27,7,9,,2008,38,M,Y,N,N
27,7,9,,2008,41,F,Y,N,Y
27,8,9,,2007,32,M,Y,N,Y
27,8,9,,2007,25,F,Y,N,Y
27,8,9,,2007,3,M,,,
27,8,9,,2007,2,F,,,
27,9,9,,1964,73,M,Y,N,Y
27,9,9,,1964,63,F,Y,N,Y
27,9,9,,1964,27,M,Y,Y,N
27,9,9,,1964,30,F,Y,Y,N
27,10,9,,2008,32,M,Y,N,Y
27,10,9,,2008,30,F,Y,N,Y
27,10,9,,2008,2,F,,,
27,10,9,,2008,1,F,,,
27,11,9,,1972,89,M,Y,N,Y
27,11,9,,1972,54,F,Y,N,Y
27,11,9,,1972,23,M,Y,Y,N
27,11,9,,1972,18,M,Y,Y,Y
27,12,9,,2004,34,M,Y,N,Y
27,12,9,,2004,33,F,Y,N,N
27,12,9,,2004,6,M,,,
27,12,9,,2004,4,F,,,
27,13,9,,1989,49,M,Y,N,Y
27,13,9,,1989,41,F,Y,N,Y
27,13,9,,1989,19,M,Y,Y,Y
27,13,9,,1989,15,F,,,
27,13,9,,1989,11,M,,,
27,13,9,,1989,9,F,,,
27,14,9,,2010,21,M,Y,N,N
27,14,9,,2010,19,F,Y,N,Y
27,14,9,,2010,0,F,,,
27,15,9,,1966,66,F,Y,N,Y
27,15,9,,1966,24,M,Y,N,Y
27,16,9,,2003,30,M,N,N,N
27,16,9,,2003,22,F,Y,N,Y
27,16,9,,2003,6,F,,,
27,16,9,,2003,5,F,,,
27,17,9,,2009,26,M,Y,N,N
27,17,9,,2009,18,F,Y,N,Y
27,17,9,,2009,1,F,,,
27,18,9,,1965,63,M,Y,N,Y
27,18,9,,1965,59,F,Y,N,Y
27,18,9,,1965,19,M,Y,N,Y
27,19,9,,2004,31,M,Y,N,N
27,19,9,,2004,21,F,Y,N,Y
27,19,9,,2004,6,M,,,
27,19,9,,2004,4,M,,,
27,19,9,,2004,0,M,,,
27,20,9,,1989,41,M,Y,N,N
27,20,9,,1989,41,F,Y,N,Y
27,20,9,,1989,15,F,,,
28,1,17,,1988,44,M,Y,N,Y
28,1,17,,1988,44,F,Y,N,Y
28,1,17,,1988,26,F,Y,Y,Y
28,1,17,,1988,20,M,Y,Y,N
28,1,17,,1988,18,M,Y,Y,N
28,1,17,,1988,16,F,,,
28,1,17,,1988,14,F,,,
28,1,17,,1988,9,F,,,
28,1,17,,1988,7,F,,,
28,1,17,,1988,5,F,,,
28,2,17,,1965,89,M,Y,N,Y
28,2,17,,1965,64,F,Y,N,Y
28,2,17,,1965,32,M,Y,N,N
28,3,17,,1999,32,M,Y,N,N
28,3,17,,1999,32,F,Y,N,Y
28,3,17,,1999,9,F,,,
28,3,17,,1999,7,F,,,
28,3,17,,1999,5,F,,,
28,3,17,,1999,2,F,,,
28,4,17,,1960,64,M,Y,N,Y
28,4,17,,1960,64,F,Y,N,Y
28,5,17,,1986,45,M,Y,N,N
28,5,17,,1986,44,F,Y,N,Y
28,5,17,,1986,14,M,,,
28,5,17,,1986,7,M,,,
28,5,17,,1986,15,F,,,
28,5,17,,1986,12,F,,,
28,6,17,,1998,34,M,Y,N,N
28,6,17,,1998,34,F,Y,N,Y
28,6,17,,1998,11,M,,,
28,6,17,,1998,7,F,,,
28,6,17,,1998,4,M,,,
28,6,17,,1998,2,M,,,
28,7,17,,1996,41,M,Y,N,N
28,7,17,,1996,41,F,Y,N,Y
28,7,17,,1996,14,F,,,
28,7,17,,1996,12,M,,,
28,7,17,,1996,11,M,,,
28,7,17,,1996,15,F,,,
28,7,17,,1996,3,F,,,
28,8,17,,1990,43,M,Y,N,N
28,8,17,,1990,43,F,Y,N,Y
28,8,17,,1990,14,M,,,
28,8,17,,1990,7,F,,,
28,9,17,,1988,44,M,Y,N,N
28,9,17,,1988,43,F,Y,N,N
28,9,17,,1988,14,M,,,
28,9,17,,1988,13,M,,,
28,9,17,,1988,12,F,,,
28,10,17,,1989,36,M,Y,Y,N
28,10,17,,1989,37,F,Y,Y,N
28,10,17,,1989,17,F,,,
28,10,17,,1989,15,F,,,
28,10,17,,1989,13,F,,,
28,10,17,,1989,14,F,,,
28,10,17,,1989,12,M,,,
28,10,17,,1989,9,M,,,
28,11,17,,2011,24,M,Y,N,Y
28,11,17,,2011,22,F,Y,N,Y
28,12,17,,2004,34,M,Y,N,Y
28,12,17,,2004,34,F,Y,N,Y
28,12,17,,2004,6,M,,,
28,12,17,,2004,5,F,,,
28,12,17,,2004,2,M,,,
28,13,17,,1990,45,M,Y,N,N
28,13,17,,1990,43,F,Y,N,Y
28,13,17,,1990,14,M,,,
28,13,17,,1990,13,M,,,
28,13,17,,1990,7,F,,,
28,13,17,,1990,5,F,,,
28,14,17,,2008,26,M,Y,N,N
28,14,17,,2008,21,F,Y,N,Y
28,14,17,,2008,1,M,,,
28,15,17,,1993,44,M,Y,N,N
28,15,17,,1993,32,F,Y,N,Y
28,15,17,,1993,16,M,,,
28,15,17,,1993,15,M,,,
28,15,17,,1993,13,F,,,
28,15,17,,1993,3,M,,,
28,15,17,,1993,1,M,,,
28,16,17,,2003,43,M,Y,N,N
28,16,17,,2003,36,F,Y,N,Y
28,16,17,,2003,6,F,,,
28,16,17,,2003,3,M,,,
28,16,17,,2003,1,M,,,
28,17,17,,2004,44,M,Y,N,N
28,17,17,,2004,44,F,Y,N,Y
28,17,17,,2004,5,F,,,
28,17,17,,2004,5,F,,,
28,17,17,,2004,2,M,,,
28,18,17,,2004,43,M,Y,N,N
28,18,17,,2004,34,F,Y,N,N
28,18,17,,2004,5,M,,,
28,18,17,,2004,4,M,,,
28,19,17,,1991,43,M,Y,N,N
28,19,17,,1991,41,F,Y,N,Y
28,19,17,,1991,15,F,,,
28,19,17,,1991,9,M,,,
28,20,17,,2001,26,M,Y,N,Y
28,20,17,,2001,25,F,Y,N,Y
28,20,17,,2001,7,F,,,
28,20,17,,2001,6,M,,,
28,20,17,,2001,3,M,,,
29,1,9,,1962,69,M,Y,N,Y
29,1,9,,1962,67,F,Y,N,Y
29,1,9,,1962,33,M,Y,Y,Y
29,1,9,,1962,21,M,N,Y,N
29,1,9,,1962,23,F,N,Y,N
29,1,9,,1962,35,F,N,Y,N
29,2,9,,1997,43,M,Y,Y,N
29,2,9,,1997,31,F,Y,N,Y
29,2,9,,1997,13,F,,,
29,2,9,,1997,11,F,,,
29,2,9,,1997,3,M,,,
29,3,9,,2002,33,M,Y,N,Y
29,3,9,,2002,25,F,Y,N,Y
29,3,9,,2002,7,F,,,
29,4,9,,2004,39,M,Y,N,Y
29,4,9,,2004,31,F,Y,N,Y
29,4,9,,2004,3,F,,,
29,5,9,,2004,33,M,Y,Y,Y
29,5,9,,2004,27,F,Y,N,Y
29,5,9,,2004,4,M,,,
29,5,9,,2004,1,F,,,
29,6,9,,1970,57,F,Y,N,Y
29,6,9,,1970,29,F,Y,Y,N
29,6,9,,1970,23,F,N,Y,N
29,6,9,,1970,35,M,N,Y,N
29,6,9,,1970,23,M,N,Y,N
29,7,9,,1972,56,F,Y,N,Y
29,7,9,,1972,27,F,Y,Y,Y
29,7,9,,1972,21,M,N,Y,N
29,8,9,,1979,75,M,Y,N,Y
29,8,9,,1979,47,F,Y,N,Y
29,8,9,,1979,22,M,N,Y,N
29,8,9,,1979,29,M,N,Y,N
29,9,9,,2009,23,M,Y,Y,N
29,9,9,,2009,19,F,Y,N,Y
29,10,9,,1992,49,M,Y,Y,Y
29,10,9,,1992,37,F,Y,N,Y
29,10,9,,1992,15,F,,,
29,10,9,,1992,9,F,,,
29,10,9,,1992,5,M,,,
29,11,9,,2004,45,M,Y,N,Y
29,11,9,,2004,27,F,Y,N,Y
29,11,9,,2004,5,F,,,
29,11,9,,2004,3,M,,,
29,12,9,,2007,39,M,Y,N,Y
29,12,9,,2007,25,F,Y,N,Y
29,12,9,,2007,1,F,,,
29,13,9,,1962,71,M,Y,N,Y
29,13,9,,1962,65,F,Y,N,Y
29,13,9,,1962,35,F,Y,Y,Y
29,13,9,,1962,33,M,N,Y,N
29,14,9,,1982,57,M,Y,N,Y
29,14,9,,1982,47,F,Y,N,Y
29,14,9,,1982,25,M,Y,Y,Y
29,14,9,,1982,21,M,N,Y,N
29,14,9,,1982,19,F,N,Y,N
29,15,9,,1962,69,M,Y,N,Y
29,15,9,,1962,63,F,Y,N,Y
29,15,9,,1962,39,M,Y,Y,Y
29,15,9,,1962,33,F,N,Y,N
29,16,9,,1973,53,M,Y,N,Y
29,16,9,,1973,43,F,Y,N,Y
29,16,9,,1973,31,M,Y,Y,Y
29,16,9,,1973,29,M,N,Y,N
29,16,9,,1973,25,F,N,Y,N
29,16,9,,1973,15,F,,,
29,17,9,,1964,69,M,Y,N,Y
29,17,9,,1964,57,F,Y,N,Y
29,17,9,,1964,43,M,Y,Y,Y
29,17,9,,1964,39,M,N,Y,N
29,18,9,Y,1970,49,M,Y,Y,Y
29,18,9,Y,1970,45,F,Y,N,Y
29,18,9,Y,1970,35,M,Y,Y,N
29,18,9,Y,1970,19,M,Y,Y,Y
29,18,9,Y,1970,17,F,,,
29,18,9,Y,1970,15,F,,,
29,19,9,Y,1980,53,M,Y,N,Y
29,19,9,Y,1980,45,F,Y,N,Y
29,19,9,Y,1980,25,M,Y,Y,Y
29,19,9,Y,1980,19,M,N,Y,N
29,19,9,Y,1980,17,F,,,
29,19,9,Y,1980,14,F,,,
29,20,9,Y,1966,63,M,Y,N,Y
29,20,9,Y,1966,53,F,Y,N,Y
29,20,9,Y,1966,39,F,Y,Y,Y
29,20,9,Y,1966,35,F,N,Y,N
29,20,9,Y,1966,27,F,N,Y,N
30,1,2,,1990,44,M,N,N,Y
30,1,2,,1990,20,M,Y,N,Y
30,1,2,,1990,17,M,,,
30,1,2,,1990,11,M,,,
30,1,2,,1990,17,M,,,
30,2,2,,1997,63,M,Y,N,Y
30,2,2,,1997,51,F,Y,N,Y
30,2,2,,1997,21,M,Y,Y,Y
30,2,2,,1997,20,M,Y,Y,N
30,3,2,,1999,42,M,Y,N,Y
30,3,2,,1999,41,F,Y,N,Y
30,3,2,,1999,11,F,,,
30,3,2,,1999,8,M,,,
30,3,2,,1999,7,F,,,
30,4,2,,2001,41,M,Y,N,Y
30,4,2,,2001,41,F,Y,N,Y
30,4,2,,2001,7,M,,,
30,4,2,,2001,4,M,,,
30,5,2,,2004,34,M,Y,N,Y
30,5,2,,2004,30,F,Y,N,Y
30,5,2,,2004,5,M,,,
30,5,2,,2004,4,F,,,
30,6,2,,1984,55,M,Y,N,Y
30,6,2,,1984,44,F,Y,N,Y
30,6,2,,1984,24,F,Y,Y,Y
30,6,2,,1984,20,M,Y,Y,N
30,6,2,,1984,18,F,Y,Y,N
30,6,2,,1984,16,F,,,
30,6,2,,1984,12,F,,,
30,6,2,,1984,10,F,,,
30,6,2,,1984,7,F,,,
30,6,2,,1984,6,M,,,
30,7,2,,1988,47,M,Y,N,Y
30,7,2,,1988,44,F,Y,N,Y
30,7,2,,1988,22,M,Y,Y,Y
30,7,2,,1988,20,F,Y,Y,N
30,7,2,,1988,17,F,,,
30,7,2,,1988,15,M,,,
30,7,2,,1988,14,F,,,
30,7,2,,1988,12,M,,,
30,7,2,,1988,8,F,,,
30,7,2,,1988,1,F,,,
30,8,2,,1995,55,M,Y,N,Y
30,8,2,,1995,38,F,Y,N,Y
30,8,2,,1995,16,M,,,
30,8,2,,1995,14,F,,,
30,8,2,,1995,11,F,,,
30,8,2,,1995,7,F,,,
30,8,2,,1995,6,M,,,
30,9,2,,1999,42,M,Y,N,Y
30,9,2,,1999,35,F,Y,N,Y
30,9,2,,1999,8,F,,,
30,9,2,,1999,6,F,,,
30,10,2,,1989,50,M,Y,N,Y
30,10,2,,1989,39,F,Y,N,Y
30,10,2,,1989,17,M,,,
30,10,2,,1989,16,F,,,
30,10,2,,1989,12,F,,,
30,10,2,,1989,8,F,,,
30,10,2,,1989,4,M,,,
30,11,2,,1999,46,M,Y,N,Y
30,11,2,,1999,35,F,Y,N,Y
30,11,2,,1999,10,M,,,
30,11,2,,1999,9,F,,,
30,11,2,,1999,7,F,,,
30,11,2,,1999,5,F,,,
30,11,2,,1999,3,M,,,
30,11,2,,1999,1,M,,,
30,12,2,,1985,61,M,Y,y,Y
30,12,2,,1985,48,F,Y,N,Y
30,12,2,,1985,25,M,Y,Y,Y
30,12,2,,1985,21,F,Y,N,Y
30,12,2,,1985,18,M,Y,Y,N
30,12,2,,1985,56,F,Y,Y,N
30,12,2,,1985,13,F,,,
30,12,2,,1985,10,M,,,
30,12,2,,1985,0,M,,,
30,12,2,,1985,14,f,,,
30,13,2,,2008,31,M,Y,N,Y
30,13,2,,2008,28,F,Y,N,Y
30,13,2,,2008,1,F,,,
30,14,2,,1984,56,M,Y,N,Y
30,14,2,,1984,25,M,Y,Y,Y
30,14,2,,1984,23,F,Y,Y,N
30,14,2,,1984,22,F,Y,Y,N
30,14,2,,1984,20,F,Y,Y,N
30,14,2,,1984,13,M,,,
30,14,2,,1984,14,M,,,
30,14,2,,1984,12,F,,,
30,14,2,,1984,10,M,,,
30,15,2,,2009,25,M,Y,N,Y
30,15,2,,2009,21,F,Y,N,Y
30,15,2,,2009,1,F,,,
30,16,2,,1995,35,M,Y,N,Y
30,16,2,,1995,35,F,Y,N,Y
30,16,2,,1995,16,F,,,
30,16,2,,1995,14,F,,,
30,16,2,,1995,12,F,,,
30,16,2,,1995,5,M,,,
30,16,2,,1995,4,F,,,
30,17,2,,1983,60,M,N,N,Y
30,17,2,,1983,53,F,Y,N,Y
30,17,2,,1983,24,M,Y,Y,Y
30,17,2,,1983,22,M,Y,Y,N
30,17,2,,1983,20,M,Y,Y,N
30,18,2,,2010,44,M,Y,N,Y
30,18,2,,2010,23,F,Y,N,Y
30,19,2,,1994,47,M,Y,N,Y
30,19,2,,1994,43,F,Y,N,Y
30,19,2,,1994,16,F,,,
30,19,2,,1994,15,F,,,
30,19,2,,1994,13,F,,,
30,19,2,,1994,10,F,,,
30,19,2,,1994,9,M,,,
30,19,2,,1994,4,F,,,
30,19,2,,1994,2,F,,,
30,20,2,,1995,42,M,Y,N,Y
30,20,2,,1995,38,F,Y,N,Y
30,20,2,,1995,15,F,,,
30,20,2,,1995,13,F,,,
30,20,2,,1995,8,F,,,
30,20,2,,1995,6,M,,,
30,20,2,,1995,3,M,,,
30,20,2,,1995,0,M,,,
31,1,9,,1970,72,M,Y,N,Y
31,1,9,,1970,70,F,Y,N,Y
31,2,9,,1980,64,F,Y,N,Y
31,2,9,,1980,41,M,N,N,Y
31,3,9,,1963,43,M,Y,N,Y
31,3,9,,1963,73,F,Y,N,Y
31,4,9,,1989,57,M,Y,N,Y
31,4,9,,1989,54,F,Y,N,Y
31,4,9,,1989,29,M,Y,Y,Y
31,4,9,,1989,26,M,N,Y,N
31,4,9,,1989,22,M,N,Y,N
31,4,9,,1989,20,F,N,Y,N
31,5,9,Y,1995,48,M,Y,Y,Y
31,5,9,Y,1995,63,F,N,Y,N
31,5,9,Y,1995,46,F,Y,N,Y
31,6,9,,1997,44,M,Y,N,Y
31,6,9,,1997,31,F,Y,N,Y
