

Series Id,Year,Period,Value
CUUR0000SA0,1918,M11,16.3
CUUR0000SA0,1918,M12,16.5
CUUR0000SA0,1919,M01,16.5
CUUR0000SA0,1919,M02,16.2
CUUR0000SA0,1919,M03,16.4
CUUR0000SA0,1919,M04,16.7
CUUR0000SA0,1919,M05,16.9
CUUR0000SA0,1919,M06,16.9
CUUR0000SA0,1919,M07,17.4
CUUR0000SA0,1919,M08,17.7
CUUR0000SA0,1919,M09,17.8
CUUR0000SA0,1919,M10,18.1
CUUR0000SA0,1919,M11,18.5
CUUR0000SA0,1919,M12,18.9
CUUR0000SA0,1920,M01,19.3
CUUR0000SA0,1920,M02,19.5
CUUR0000SA0,1920,M03,19.7
CUUR0000SA0,1920,M04,20.3
CUUR0000SA0,1920,M05,20.6
CUUR0000SA0,1920,M06,20.9
CUUR0000SA0,1920,M07,20.8
CUUR0000SA0,1920,M08,20.3
CUUR0000SA0,1920,M09,20.0
CUUR0000SA0,1920,M10,19.9
CUUR0000SA0,1920,M11,19.8
CUUR0000SA0,1920,M12,19.4
CUUR0000SA0,1921,M01,19.0
CUUR0000SA0,1921,M02,18.4
CUUR0000SA0,1921,M03,18.3
CUUR0000SA0,1921,M04,18.1
CUUR0000SA0,1921,M05,17.7
CUUR0000SA0,1921,M06,17.6
CUUR0000SA0,1921,M07,17.7
CUUR0000SA0,1921,M08,17.7
CUUR0000SA0,1921,M09,17.5
CUUR0000SA0,1921,M10,17.5
CUUR0000SA0,1921,M11,17.4
CUUR0000SA0,1921,M12,17.3
CUUR0000SA0,1922,M01,16.9
CUUR0000SA0,1922,M02,16.9
CUUR0000SA0,1922,M03,16.7
CUUR0000SA0,1922,M04,16.7
CUUR0000SA0,1922,M05,16.7
CUUR0000SA0,1922,M06,16.7
CUUR0000SA0,1922,M07,16.8
CUUR0000SA0,1922,M08,16.6
CUUR0000SA0,1922,M09,16.6
CUUR0000SA0,1922,M10,16.7
CUUR0000SA0,1922,M11,16.8
CUUR0000SA0,1922,M12,16.9
CUUR0000SA0,1923,M01,16.8
CUUR0000SA0,1923,M02,16.8
CUUR0000SA0,1923,M03,16.8
CUUR0000SA0,1923,M04,16.9
CUUR0000SA0,1923,M05,16.9
CUUR0000SA0,1923,M06,17.0
CUUR0000SA0,1923,M07,17.2
CUUR0000SA0,1923,M08,17.1
CUUR0000SA0,1923,M09,17.2
CUUR0000SA0,1923,M10,17.3
CUUR0000SA0,1923,M11,17.3
CUUR0000SA0,1923,M12,17.3
CUUR0000SA0,1924,M01,17.3
CUUR0000SA0,1924,M02,17.2
CUUR0000SA0,1924,M03,17.1
CUUR0000SA0,1924,M04,17.0
CUUR0000SA0,1924,M05,17.0
CUUR0000SA0,1924,M06,17.0
CUUR0000SA0,1924,M07,17.1
CUUR0000SA0,1924,M08,17.0
CUUR0000SA0,1924,M09,17.1
CUUR0000SA0,1924,M10,17.2
CUUR0000SA0,1924,M11,17.2
CUUR0000SA0,1924,M12,17.3
CUUR0000SA0,1925,M01,17.3
CUUR0000SA0,1925,M02,17.2
CUUR0000SA0,1925,M03,17.3
CUUR0000SA0,1925,M04,17.2
CUUR0000SA0,1925,M05,17.3
CUUR0000SA0,1925,M06,17.5
CUUR0000SA0,1925,M07,17.7
CUUR0000SA0,1925,M08,17.7
CUUR0000SA0,1925,M09,17.7
CUUR0000SA0,1925,M10,17.7
CUUR0000SA0,1925,M11,18.0
CUUR0000SA0,1925,M12,17.9
CUUR0000SA0,1926,M01,17.9
CUUR0000SA0,1926,M02,17.9
CUUR0000SA0,1926,M03,17.8
CUUR0000SA0,1926,M04,17.9
CUUR0000SA0,1926,M05,17.8
CUUR0000SA0,1926,M06,17.7
CUUR0000SA0,1926,M07,17.5
CUUR0000SA0,1926,M08,17.4
CUUR0000SA0,1926,M09,17.5
CUUR0000SA0,1926,M10,17.6
CUUR0000SA0,1926,M11,17.7
CUUR0000SA0,1926,M12,17.7
CUUR0000SA0,1927,M01,17.5
CUUR0000SA0,1927,M02,17.4
CUUR0000SA0,1927,M03,17.3
CUUR0000SA0,1927,M04,17.3
CUUR0000SA0,1927,M05,17.4
CUUR0000SA0,1927,M06,17.6
CUUR0000SA0,1927,M07,17.3
CUUR0000SA0,1927,M08,17.2
CUUR0000SA0,1927,M09,17.3
CUUR0000SA0,1927,M10,17.4
CUUR0000SA0,1927,M11,17.3
CUUR0000SA0,1927,M12,17.3
CUUR0000SA0,1928,M01,17.3
CUUR0000SA0,1928,M02,17.1
CUUR0000SA0,1928,M03,17.1
CUUR0000SA0,1928,M04,17.1
CUUR0000SA0,1928,M05,17.2
CUUR0000SA0,1928,M06,17.1
CUUR0000SA0,1928,M07,17.1
CUUR0000SA0,1928,M08,17.1
CUUR0000SA0,1928,M09,17.3
CUUR0000SA0,1928,M10,17.2
CUUR0000SA0,1928,M11,17.2
CUUR0000SA0,1928,M12,17.1
CUUR0000SA0,1929,M01,17.1
CUUR0000SA0,1929,M02,17.1
CUUR0000SA0,1929,M03,17.0
CUUR0000SA0,1929,M04,16.9
CUUR0000SA0,1929,M05,17.0
CUUR0000SA0,1929,M06,17.1
CUUR0000SA0,1929,M07,17.3
CUUR0000SA0,1929,M08,17.3
CUUR0000SA0,1929,M09,17.3
CUUR0000SA0,1929,M10,17.3
CUUR0000SA0,1929,M11,17.3
CUUR0000SA0,1929,M12,17.2
CUUR0000SA0,1930,M01,17.1
CUUR0000SA0,1930,M02,17.0
CUUR0000SA0,1930,M03,16.9
CUUR0000SA0,1930,M04,17.0
CUUR0000SA0,1930,M05,16.9
CUUR0000SA0,1930,M06,16.8
CUUR0000SA0,1930,M07,16.6
CUUR0000SA0,1930,M08,16.5
CUUR0000SA0,1930,M09,16.6
CUUR0000SA0,1930,M10,16.5
CUUR0000SA0,1930,M11,16.4
CUUR0000SA0,1930,M12,16.1
CUUR0000SA0,1931,M01,15.9
CUUR0000SA0,1931,M02,15.7
CUUR0000SA0,1931,M03,15.6
CUUR0000SA0,1931,M04,15.5
CUUR0000SA0,1931,M05,15.3
CUUR0000SA0,1931,M06,15.1
CUUR0000SA0,1931,M07,15.1
CUUR0000SA0,1931,M08,15.1
CUUR0000SA0,1931,M09,15.0
CUUR0000SA0,1931,M10,14.9
CUUR0000SA0,1931,M11,14.7
CUUR0000SA0,1931,M12,14.6
CUUR0000SA0,1932,M01,14.3
CUUR0000SA0,1932,M02,14.1
CUUR0000SA0,1932,M03,14.0
CUUR0000SA0,1932,M04,13.9
CUUR0000SA0,1932,M05,13.7
CUUR0000SA0,1932,M06,13.6
CUUR0000SA0,1932,M07,13.6
CUUR0000SA0,1932,M08,13.5
CUUR0000SA0,1932,M09,13.4
CUUR0000SA0,1932,M10,13.3
CUUR0000SA0,1932,M11,13.2
CUUR0000SA0,1932,M12,13.1
CUUR0000SA0,1933,M01,12.9
CUUR0000SA0,1933,M02,12.7
CUUR0000SA0,1933,M03,12.6
CUUR0000SA0,1933,M04,12.6
CUUR0000SA0,1933,M05,12.6
CUUR0000SA0,1933,M06,12.7
CUUR0000SA0,1933,M07,13.1
CUUR0000SA0,1933,M08,13.2
CUUR0000SA0,1933,M09,13.2
CUUR0000SA0,1933,M10,13.2
CUUR0000SA0,1933,M11,13.2
CUUR0000SA0,1933,M12,13.2
CUUR0000SA0,1934,M01,13.2
CUUR0000SA0,1934,M02,13.3
CUUR0000SA0,1934,M03,13.3
CUUR0000SA0,1934,M04,13.3
CUUR0000SA0,1934,M05,13.3
CUUR0000SA0,1934,M06,13.4
CUUR0000SA0,1934,M07,13.4
CUUR0000SA0,1934,M08,13.4
CUUR0000SA0,1934,M09,13.6
CUUR0000SA0,1934,M10,13.5
CUUR0000SA0,1934,M11,13.5
CUUR0000SA0,1934,M12,13.4
CUUR0000SA0,1935,M01,13.6
CUUR0000SA0,1935,M02,13.7
CUUR0000SA0,1935,M03,13.7
CUUR0000SA0,1935,M04,13.8
CUUR0000SA0,1935,M05,13.8
CUUR0000SA0,1935,M06,13.7
CUUR0000SA0,1935,M07,13.7
CUUR0000SA0,1935,M08,13.7
CUUR0000SA0,1935,M09,13.7
CUUR0000SA0,1935,M10,13.7
CUUR0000SA0,1935,M11,13.8
CUUR0000SA0,1935,M12,13.8
CUUR0000SA0,1936,M01,13.8
CUUR0000SA0,1936,M02,13.8
CUUR0000SA0,1936,M03,13.7
CUUR0000SA0,1936,M04,13.7
CUUR0000SA0,1936,M05,13.7
CUUR0000SA0,1936,M06,13.8
CUUR0000SA0,1936,M07,13.9
CUUR0000SA0,1936,M08,14.0
CUUR0000SA0,1936,M09,14.0
CUUR0000SA0,1936,M10,14.0
CUUR0000SA0,1936,M11,14.0
CUUR0000SA0,1936,M12,14.0
CUUR0000SA0,1937,M01,14.1
CUUR0000SA0,1937,M02,14.1
CUUR0000SA0,1937,M03,14.2
CUUR0000SA0,1937,M04,14.3
CUUR0000SA0,1937,M05,14.4
CUUR0000SA0,1937,M06,14.4
CUUR0000SA0,1937,M07,14.5
CUUR0000SA0,1937,M08,14.5
CUUR0000SA0,1937,M09,14.6
CUUR0000SA0,1937,M10,14.6
CUUR0000SA0,1937,M11,14.5
CUUR0000SA0,1937,M12,14.4
CUUR0000SA0,1938,M01,14.2
CUUR0000SA0,1938,M02,14.1
CUUR0000SA0,1938,M03,14.1
CUUR0000SA0,1938,M04,14.2
CUUR0000SA0,1938,M05,14.1
CUUR0000SA0,1938,M06,14.1
CUUR0000SA0,1938,M07,14.1
CUUR0000SA0,1938,M08,14.1
CUUR0000SA0,1938,M09,14.1
CUUR0000SA0,1938,M10,14.0
CUUR0000SA0,1938,M11,14.0
CUUR0000SA0,1938,M12,14.0
CUUR0000SA0,1939,M01,14.0
CUUR0000SA0,1939,M02,13.9
CUUR0000SA0,1939,M03,13.9
CUUR0000SA0,1939,M04,13.8
CUUR0000SA0,1939,M05,13.8
CUUR0000SA0,1939,M06,13.8
CUUR0000SA0,1939,M07,13.8
CUUR0000SA0,1939,M08,13.8
CUUR0000SA0,1939,M09,14.1
CUUR0000SA0,1939,M10,14.0
CUUR0000SA0,1939,M11,14.0
CUUR0000SA0,1939,M12,14.0
CUUR0000SA0,1940,M01,13.9
CUUR0000SA0,1940,M02,14.0
CUUR0000SA0,1940,M03,14.0
CUUR0000SA0,1940,M04,14.0
CUUR0000SA0,1940,M05,14.0
CUUR0000SA0,1940,M06,14.1
CUUR0000SA0,1940,M07,14.0
CUUR0000SA0,1940,M08,14.0
CUUR0000SA0,1940,M09,14.0
CUUR0000SA0,1940,M10,14.0
CUUR0000SA0,1940,M11,14.0
CUUR0000SA0,1940,M12,14.1
CUUR0000SA0,1941,M01,14.1
CUUR0000SA0,1941,M02,14.1
CUUR0000SA0,1941,M03,14.2
CUUR0000SA0,1941,M04,14.3
CUUR0000SA0,1941,M05,14.4
CUUR0000SA0,1941,M06,14.7
CUUR0000SA0,1941,M07,14.7
CUUR0000SA0,1941,M08,14.9
CUUR0000SA0,1941,M09,15.1
CUUR0000SA0,1941,M10,15.3
CUUR0000SA0,1941,M11,15.4
CUUR0000SA0,1941,M12,15.5
CUUR0000SA0,1942,M01,15.7
CUUR0000SA0,1942,M02,15.8
CUUR0000SA0,1942,M03,16.0
CUUR0000SA0,1942,M04,16.1
CUUR0000SA0,1942,M05,16.3
CUUR0000SA0,1942,M06,16.3
CUUR0000SA0,1942,M07,16.4
CUUR0000SA0,1942,M08,16.5
CUUR0000SA0,1942,M09,16.5
CUUR0000SA0,1942,M10,16.7
CUUR0000SA0,1942,M11,16.8
CUUR0000SA0,1942,M12,16.9
CUUR0000SA0,1943,M01,16.9
CUUR0000SA0,1943,M02,16.9
CUUR0000SA0,1943,M03,17.2
CUUR0000SA0,1943,M04,17.4
CUUR0000SA0,1943,M05,17.5
CUUR0000SA0,1943,M06,17.5
CUUR0000SA0,1943,M07,17.4
CUUR0000SA0,1943,M08,17.3
CUUR0000SA0,1943,M09,17.4
CUUR0000SA0,1943,M10,17.4
CUUR0000SA0,1943,M11,17.4
CUUR0000SA0,1943,M12,17.4
CUUR0000SA0,1944,M01,17.4
CUUR0000SA0,1944,M02,17.4
CUUR0000SA0,1944,M03,17.4
CUUR0000SA0,1944,M04,17.5
CUUR0000SA0,1944,M05,17.5
CUUR0000SA0,1944,M06,17.6
CUUR0000SA0,1944,M07,17.7
CUUR0000SA0,1944,M08,17.7
CUUR0000SA0,1944,M09,17.7
CUUR0000SA0,1944,M10,17.7
CUUR0000SA0,1944,M11,17.7
CUUR0000SA0,1944,M12,17.8
CUUR0000SA0,1945,M01,17.8
CUUR0000SA0,1945,M02,17.8
CUUR0000SA0,1945,M03,17.8
CUUR0000SA0,1945,M04,17.8
CUUR0000SA0,1945,M05,17.9
CUUR0000SA0,1945,M06,18.1
CUUR0000SA0,1945,M07,18.1
CUUR0000SA0,1945,M08,18.1
CUUR0000SA0,1945,M09,18.1
CUUR0000SA0,1945,M10,18.1
CUUR0000SA0,1945,M11,18.1
CUUR0000SA0,1945,M12,18.2
CUUR0000SA0,1946,M01,18.2
CUUR0000SA0,1946,M02,18.1
CUUR0000SA0,1946,M03,18.3
CUUR0000SA0,1946,M04,18.4
CUUR0000SA0,1946,M05,18.5
CUUR0000SA0,1946,M06,18.7
CUUR0000SA0,1946,M07,19.8
CUUR0000SA0,1946,M08,20.2
CUUR0000SA0,1946,M09,20.4
CUUR0000SA0,1946,M10,20.8
CUUR0000SA0,1946,M11,21.3
CUUR0000SA0,1946,M12,21.5
CUUR0000SA0,1947,M01,21.5
CUUR0000SA0,1947,M02,21.5
CUUR0000SA0,1947,M03,21.9
CUUR0000SA0,1947,M04,21.9
CUUR0000SA0,1947,M05,21.9
CUUR0000SA0,1947,M06,22.0
CUUR0000SA0,1947,M07,22.2
CUUR0000SA0,1947,M08,22.5
CUUR0000SA0,1947,M09,23.0
CUUR0000SA0,1947,M10,23.0
CUUR0000SA0,1947,M11,23.1
CUUR0000SA0,1947,M12,23.4
CUUR0000SA0,1948,M01,23.7
CUUR0000SA0,1948,M02,23.5
CUUR0000SA0,1948,M03,23.4
CUUR0000SA0,1948,M04,23.8
CUUR0000SA0,1948,M05,23.9
CUUR0000SA0,1948,M06,24.1
CUUR0000SA0,1948,M07,24.4
CUUR0000SA0,1948,M08,24.5
CUUR0000SA0,1948,M09,24.5
CUUR0000SA0,1948,M10,24.4
CUUR0000SA0,1948,M11,24.2
CUUR0000SA0,1948,M12,24.1
CUUR0000SA0,1949,M01,24.0
CUUR0000SA0,1949,M02,23.8
CUUR0000SA0,1949,M03,23.8
CUUR0000SA0,1949,M04,23.9
CUUR0000SA0,1949,M05,23.8
CUUR0000SA0,1949,M06,23.9
CUUR0000SA0,1949,M07,23.7
CUUR0000SA0,1949,M08,23.8
CUUR0000SA0,1949,M09,23.9
CUUR0000SA0,1949,M10,23.7
CUUR0000SA0,1949,M11,23.8
CUUR0000SA0,1949,M12,23.6
CUUR0000SA0,1950,M01,23.5
CUUR0000SA0,1950,M02,23.5
CUUR0000SA0,1950,M03,23.6
CUUR0000SA0,1950,M04,23.6
CUUR0000SA0,1950,M05,23.7
CUUR0000SA0,1950,M06,23.8
CUUR0000SA0,1950,M07,24.1
CUUR0000SA0,1950,M08,24.3
CUUR0000SA0,1950,M09,24.4
CUUR0000SA0,1950,M10,24.6
CUUR0000SA0,1950,M11,24.7
CUUR0000SA0,1950,M12,25.0
CUUR0000SA0,1951,M01,25.4
CUUR0000SA0,1951,M02,25.7
CUUR0000SA0,1951,M03,25.8
CUUR0000SA0,1951,M04,25.8
CUUR0000SA0,1951,M05,25.9
CUUR0000SA0,1951,M06,25.9
CUUR0000SA0,1951,M07,25.9
CUUR0000SA0,1951,M08,25.9
CUUR0000SA0,1951,M09,26.1
CUUR0000SA0,1951,M10,26.2
CUUR0000SA0,1951,M11,26.4
CUUR0000SA0,1951,M12,26.5
CUUR0000SA0,1952,M01,26.5
CUUR0000SA0,1952,M02,26.3
CUUR0000SA0,1952,M03,26.3
CUUR0000SA0,1952,M04,26.4
CUUR0000SA0,1952,M05,26.4
CUUR0000SA0,1952,M06,26.5
CUUR0000SA0,1952,M07,26.7
CUUR0000SA0,1952,M08,26.7
CUUR0000SA0,1952,M09,26.7
CUUR0000SA0,1952,M10,26.7
CUUR0000SA0,1952,M11,26.7
CUUR0000SA0,1952,M12,26.7
CUUR0000SA0,1953,M01,26.6
CUUR0000SA0,1953,M02,26.5
CUUR0000SA0,1953,M03,26.6
CUUR0000SA0,1953,M04,26.6
CUUR0000SA0,1953,M05,26.7
CUUR0000SA0,1953,M06,26.8
CUUR0000SA0,1953,M07,26.8
CUUR0000SA0,1953,M08,26.9
CUUR0000SA0,1953,M09,26.9
CUUR0000SA0,1953,M10,27.0
CUUR0000SA0,1953,M11,26.9
CUUR0000SA0,1953,M12,26.9
CUUR0000SA0,1954,M01,26.9
CUUR0000SA0,1954,M02,26.9
CUUR0000SA0,1954,M03,26.9
CUUR0000SA0,1954,M04,26.8
CUUR0000SA0,1954,M05,26.9
CUUR0000SA0,1954,M06,26.9
CUUR0000SA0,1954,M07,26.9
CUUR0000SA0,1954,M08,26.9
CUUR0000SA0,1954,M09,26.8
CUUR0000SA0,1954,M10,26.8
CUUR0000SA0,1954,M11,26.8
CUUR0000SA0,1954,M12,26.7
CUUR0000SA0,1955,M01,26.7
CUUR0000SA0,1955,M02,26.7
CUUR0000SA0,1955,M03,26.7
CUUR0000SA0,1955,M04,26.7
CUUR0000SA0,1955,M05,26.7
CUUR0000SA0,1955,M06,26.7
CUUR0000SA0,1955,M07,26.8
CUUR0000SA0,1955,M08,26.8
CUUR0000SA0,1955,M09,26.9
CUUR0000SA0,1955,M10,26.9
CUUR0000SA0,1955,M11,26.9
CUUR0000SA0,1955,M12,26.8
CUUR0000SA0,1956,M01,26.8
CUUR0000SA0,1956,M02,26.8
CUUR0000SA0,1956,M03,26.8
CUUR0000SA0,1956,M04,26.9
CUUR0000SA0,1956,M05,27.0
CUUR0000SA0,1956,M06,27.2
CUUR0000SA0,1956,M07,27.4
CUUR0000SA0,1956,M08,27.3
CUUR0000SA0,1956,M09,27.4
CUUR0000SA0,1956,M10,27.5
CUUR0000SA0,1956,M11,27.5
CUUR0000SA0,1956,M12,27.6
CUUR0000SA0,1957,M01,27.6
CUUR0000SA0,1957,M02,27.7
CUUR0000SA0,1957,M03,27.8
CUUR0000SA0,1957,M04,27.9
CUUR0000SA0,1957,M05,28.0
CUUR0000SA0,1957,M06,28.1
CUUR0000SA0,1957,M07,28.3
CUUR0000SA0,1957,M08,28.3
CUUR0000SA0,1957,M09,28.3
CUUR0000SA0,1957,M10,28.3
CUUR0000SA0,1957,M11,28.4
CUUR0000SA0,1957,M12,28.4
CUUR0000SA0,1958,M01,28.6
CUUR0000SA0,1958,M02,28.6
CUUR0000SA0,1958,M03,28.8
CUUR0000SA0,1958,M04,28.9
CUUR0000SA0,1958,M05,28.9
CUUR0000SA0,1958,M06,28.9
CUUR0000SA0,1958,M07,29.0
CUUR0000SA0,1958,M08,28.9
CUUR0000SA0,1958,M09,28.9
CUUR0000SA0,1958,M10,28.9
CUUR0000SA0,1958,M11,29.0
CUUR0000SA0,1958,M12,28.9
CUUR0000SA0,1959,M01,29.0
CUUR0000SA0,1959,M02,28.9
CUUR0000SA0,1959,M03,28.9
CUUR0000SA0,1959,M04,29.0
CUUR0000SA0,1959,M05,29.0
CUUR0000SA0,1959,M06,29.1
CUUR0000SA0,1959,M07,29.2
CUUR0000SA0,1959,M08,29.2
CUUR0000SA0,1959,M09,29.3
CUUR0000SA0,1959,M10,29.4
CUUR0000SA0,1959,M11,29.4
CUUR0000SA0,1959,M12,29.4
CUUR0000SA0,1960,M01,29.3
CUUR0000SA0,1960,M02,29.4
CUUR0000SA0,1960,M03,29.4
CUUR0000SA0,1960,M04,29.5
CUUR0000SA0,1960,M05,29.5
CUUR0000SA0,1960,M06,29.6
CUUR0000SA0,1960,M07,29.6
CUUR0000SA0,1960,M08,29.6
CUUR0000SA0,1960,M09,29.6
CUUR0000SA0,1960,M10,29.8
CUUR0000SA0,1960,M11,29.8
CUUR0000SA0,1960,M12,29.8
CUUR0000SA0,1961,M01,29.8
CUUR0000SA0,1961,M02,29.8
CUUR0000SA0,1961,M03,29.8
CUUR0000SA0,1961,M04,29.8
CUUR0000SA0,1961,M05,29.8
CUUR0000SA0,1961,M06,29.8
CUUR0000SA0,1961,M07,30.0
CUUR0000SA0,1961,M08,29.9
CUUR0000SA0,1961,M09,30.0
CUUR0000SA0,1961,M10,30.0
CUUR0000SA0,1961,M11,30.0
CUUR0000SA0,1961,M12,30.0
CUUR0000SA0,1962,M01,30.0
CUUR0000SA0,1962,M02,30.1
CUUR0000SA0,1962,M03,30.1
CUUR0000SA0,1962,M04,30.2
CUUR0000SA0,1962,M05,30.2
CUUR0000SA0,1962,M06,30.2
CUUR0000SA0,1962,M07,30.3
CUUR0000SA0,1962,M08,30.3
CUUR0000SA0,1962,M09,30.4
CUUR0000SA0,1962,M10,30.4
CUUR0000SA0,1962,M11,30.4
CUUR0000SA0,1962,M12,30.4
CUUR0000SA0,1963,M01,30.4
CUUR0000SA0,1963,M02,30.4
CUUR0000SA0,1963,M03,30.5
CUUR0000SA0,1963,M04,30.5
CUUR0000SA0,1963,M05,30.5
CUUR0000SA0,1963,M06,30.6
CUUR0000SA0,1963,M07,30.7
CUUR0000SA0,1963,M08,30.7
CUUR0000SA0,1963,M09,30.7
CUUR0000SA0,1963,M10,30.8
CUUR0000SA0,1963,M11,30.8
CUUR0000SA0,1963,M12,30.9
CUUR0000SA0,1964,M01,30.9
CUUR0000SA0,1964,M02,30.9
CUUR0000SA0,1964,M03,30.9
CUUR0000SA0,1964,M04,30.9
CUUR0000SA0,1964,M05,30.9
CUUR0000SA0,1964,M06,31.0
CUUR0000SA0,1964,M07,31.1
CUUR0000SA0,1964,M08,31.0
CUUR0000SA0,1964,M09,31.1
CUUR0000SA0,1964,M10,31.1
CUUR0000SA0,1964,M11,31.2
CUUR0000SA0,1964,M12,31.2
CUUR0000SA0,1965,M01,31.2
CUUR0000SA0,1965,M02,31.2
CUUR0000SA0,1965,M03,31.3
CUUR0000SA0,1965,M04,31.4
CUUR0000SA0,1965,M05,31.4
CUUR0000SA0,1965,M06,31.6
CUUR0000SA0,1965,M07,31.6
CUUR0000SA0,1965,M08,31.6
CUUR0000SA0,1965,M09,31.6
CUUR0000SA0,1965,M10,31.7
CUUR0000SA0,1965,M11,31.7
CUUR0000SA0,1965,M12,31.8
CUUR0000SA0,1966,M01,31.8
CUUR0000SA0,1966,M02,32.0
CUUR0000SA0,1966,M03,32.1
CUUR0000SA0,1966,M04,32.3
CUUR0000SA0,1966,M05,32.3
CUUR0000SA0,1966,M06,32.4
CUUR0000SA0,1966,M07,32.5
CUUR0000SA0,1966,M08,32.7
CUUR0000SA0,1966,M09,32.7
CUUR0000SA0,1966,M10,32.9
CUUR0000SA0,1966,M11,32.9
CUUR0000SA0,1966,M12,32.9
CUUR0000SA0,1967,M01,32.9
CUUR0000SA0,1967,M02,32.9
CUUR0000SA0,1967,M03,33.0
CUUR0000SA0,1967,M04,33.1
CUUR0000SA0,1967,M05,33.2
CUUR0000SA0,1967,M06,33.3
CUUR0000SA0,1967,M07,33.4
CUUR0000SA0,1967,M08,33.5
CUUR0000SA0,1967,M09,33.6
CUUR0000SA0,1967,M10,33.7
CUUR0000SA0,1967,M11,33.8
CUUR0000SA0,1967,M12,33.9
CUUR0000SA0,1968,M01,34.1
CUUR0000SA0,1968,M02,34.2
CUUR0000SA0,1968,M03,34.3
CUUR0000SA0,1968,M04,34.4
CUUR0000SA0,1968,M05,34.5
CUUR0000SA0,1968,M06,34.7
CUUR0000SA0,1968,M07,34.9
CUUR0000SA0,1968,M08,35.0
CUUR0000SA0,1968,M09,35.1
CUUR0000SA0,1968,M10,35.3
CUUR0000SA0,1968,M11,35.4
CUUR0000SA0,1968,M12,35.5
CUUR0000SA0,1969,M01,35.6
CUUR0000SA0,1969,M02,35.8
CUUR0000SA0,1969,M03,36.1
CUUR0000SA0,1969,M04,36.3
CUUR0000SA0,1969,M05,36.4
CUUR0000SA0,1969,M06,36.6
CUUR0000SA0,1969,M07,36.8
CUUR0000SA0,1969,M08,37.0
CUUR0000SA0,1969,M09,37.1
CUUR0000SA0,1969,M10,37.3
CUUR0000SA0,1969,M11,37.5
CUUR0000SA0,1969,M12,37.7
CUUR0000SA0,1970,M01,37.8
CUUR0000SA0,1970,M02,38.0
CUUR0000SA0,1970,M03,38.2
CUUR0000SA0,1970,M04,38.5
CUUR0000SA0,1970,M05,38.6
CUUR0000SA0,1970,M06,38.8
CUUR0000SA0,1970,M07,39.0
CUUR0000SA0,1970,M08,39.0
CUUR0000SA0,1970,M09,39.2
CUUR0000SA0,1970,M10,39.4
CUUR0000SA0,1970,M11,39.6
CUUR0000SA0,1970,M12,39.8
CUUR0000SA0,1971,M01,39.8
CUUR0000SA0,1971,M02,39.9
